發生時間,發生地點,死亡受傷人數,車種,經度,緯度
109年02月23日 22時37分00秒,新北市萬里區瑪鋉路 / 新北市萬里區台2線,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車,121.688090,25.182107
109年02月24日 01時56分00秒,彰化縣永靖鄉瑚璉村東興路260弄20號前0.0公尺,死亡1;受傷0,普通重型-機車,120.545957,23.931827
109年02月24日 02時10分00秒,高雄市茄萣區白砂路418號前0.0公尺,死亡1;受傷0,普通重型-機車,120.185700,22.915160
109年02月24日 11時36分00秒,嘉義縣中埔鄉沄水村台三線297公里900公尺處(幽谷橋),死亡1;受傷0,普通重型-機車,120.546924,23.382683
109年02月24日 14時50分13秒,屏東縣內埔鄉東勢村科大路一段168號,死亡1;受傷0,普通重型-機車,120.586917,22.635813
109年02月24日 16時38分00秒,苗栗縣頭屋鄉苗22線6公里處,死亡1;受傷0,拼裝車-其他車,120.905991,24.562938
109年02月25日 04時23分32秒,臺中市烏日區國道1號 187公里200.0公尺處南側向外側,死亡1;受傷1,營業用-大貨車;營業用-全聯結車;乘客-人,120.592947,24.115806
109年02月25日 07時45分00秒,臺東縣臺東市漢陽北路西側 / 臺東縣臺東市衡陽路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車,121.134942,22.746403
109年02月25日 08時18分00秒,臺中市烏日區湖日里台74線快速公路前0.0公尺,死亡1;受傷2,遊覽車-大客車;自用-小客車;營業用-曳引車;乘客-人;乘客-人,120.618293,24.108980
109年02月25日 09時20分02秒,嘉義縣布袋鎮貴舍里157線40.2公里處,死亡1;受傷0,普通重型-機車,120.192548,23.434954
109年02月25日 18時35分00秒,高雄市左營區中華一路 / 高雄市左營區翠華路,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.288029,22.667934
109年02月25日 21時52分00秒,桃園市龍潭區福龍路二段口 / 桃園市龍潭區福龍路二段口,死亡1;受傷0,自用-小客車;普通重型-機車,121.221038,24.881428
109年02月25日 22時04分00秒,新竹市北區經國路二段北側 / 新竹市北區延平路一段,死亡1;受傷0,自用-小客車;普通重型-機車,120.955513,24.804773
109年02月26日 12時58分00秒,新北市淡水區淡金路1段 / 新北市淡水區水源街2段,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車,121.454057,25.180084
109年02月26日 15時42分00秒,臺中市霧峰區吉峰里中正路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.699343,24.077628
109年02月26日 20時16分00秒,金門縣金湖鎮伯玉路四段1148號路燈桿,死亡1;受傷1,普通重型-機車;行人-人,118.381359,24.447018
109年02月26日 20時58分00秒,宜蘭縣三星鄉大洲原路107號前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.728101,24.693393
109年02月26日 22時10分00秒,桃園市新屋區後湖里中山西路1段78號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);自用-小客車,121.094851,24.974224
109年02月27日 05時34分00秒,臺中市大雅區三和里雅潭路四段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.663693,24.218526
109年02月27日 06時01分00秒,彰化縣二林鎮後厝里太平路1段 / 彰化縣二林鎮後厝里新里巷,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.388985,23.907132
109年02月27日 07時35分00秒,臺北市南港區環東大道前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.614670,25.063532
109年02月27日 08時10分00秒,臺北市大同區重慶北路3段 / 臺北市大同區伊寧街,死亡1;受傷0,行人-人;民營公車-大客車,121.513567,25.064690
109年02月27日 08時51分00秒,高雄市大寮區鳳屏二路北9燈桿號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-曳引車,120.430075,22.645565
109年02月27日 10時24分00秒,嘉義縣番路鄉新福村第三農場23號前(台3線284公里900公尺處),死亡1;受傷0,普通重型-機車;營業用-全聯結車,120.532760,23.462988
109年02月27日 12時58分00秒,雲林縣土庫鎮雲158公路191745燈桿前,死亡1;受傷0,普通重型-機車,120.374530,23.706407
109年02月27日 17時12分00秒,臺中市大里區仁化里仁堤路7號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車;行人-人,120.698289,24.099003
109年02月27日 18時20分56秒,雲林縣東勢鄉昌南村153線路口 / 雲林縣東勢鄉昌南村安南路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.254504,23.698552
109年02月27日 22時28分00秒,桃園市平鎮區平德路241號前0.0公尺,死亡1;受傷3,普通重型-機車;乘客-人;乘客-人;乘客-人,121.199665,24.928757
109年02月28日 00時36分00秒,臺南市安定區海寮里區道南132線海寮33-2號前0.0公尺,死亡1;受傷0,普通重型-機車,120.214076,23.098024
109年02月28日 02時44分40秒,新竹縣關西鎮大同里5鄰茅子埔32號前,死亡1;受傷0,自用-小客車,121.150992,24.811809
109年02月28日 07時16分00秒,高雄市甲仙區台20省道甲南幹28號前0.0公尺,死亡1;受傷0,普通重型-機車,120.558638,23.061431
109年02月28日 09時42分00秒,高雄市大樹區台29省道前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.444300,22.728000
109年02月28日 11時44分43秒,南投縣草屯鎮草屯鎮土城里台14線26.8K處,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車,120.692529,23.979719
109年02月28日 13時44分00秒,臺東縣東河鄉台11線 148公里900.0公尺處東側向內側,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.197815,22.856112
109年02月28日 15時29分00秒,新竹市香山區浸水街東側 / 新竹市香山區樹下街東側,死亡1;受傷1,普通輕型-機車;自用-小客車;乘客-人,120.933196,24.798456
109年02月28日 15時45分00秒,臺南市安南區海佃路4段135號,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,120.176915,23.056186
109年02月28日 18時47分00秒,屏東縣內埔鄉老埤村通安路前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.602105,22.634235
109年02月28日 18時48分00秒,彰化縣員林市南興里員埔路 / 彰化縣員林市南興里三潭巷,死亡1;受傷0,普通重型-機車;自用-大貨車,120.548271,23.969586
109年02月28日 20時18分00秒,花蓮縣秀林鄉台9丁線 59公里8.0公尺處北側向外側,死亡1;受傷0,普通重型-機車,121.742516,24.273105
109年02月28日 21時30分00秒,臺中市北區建成里東光路前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.696528,24.153163
109年02月29日 00時55分00秒,新北市林口區嘉寶里寶斗厝坑前0.0公尺,死亡1;受傷0,自用-小客車,121.360028,25.100514
109年02月29日 08時45分18秒,新竹縣竹北市中正東路265號附近,死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車,121.013215,24.835153
109年02月29日 10時30分02秒,臺南市東山區南勢里174線44.6公里,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.457019,23.236937
109年02月29日 17時25分42秒,南投縣埔里鎮台14線 60公里500.0公尺處,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,121.003461,23.977598
109年03月01日 00時05分00秒,雲林縣西螺鎮下湳里145縣道新社137號電桿前,死亡1;受傷0,自用-大貨車;普通重型-機車,120.439108,23.764163
109年03月01日 13時56分00秒,桃園市八德區新生路電桿編號0909364號路燈桿前,死亡1;受傷0,普通重型-機車,121.258067,24.924933
109年03月02日 09時24分00秒,桃園市桃園區莊敬路一段78號前0.0公尺東側,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.303514,25.026599
109年03月02日 10時45分00秒,臺南市白河區縣175線 3公里800.0公尺處附近,死亡1;受傷0,自用-小客車,120.499732,23.326151
109年03月02日 10時54分00秒,高雄市燕巢區大仁路 / 高雄市燕巢區大成路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.384436,22.770737
109年03月02日 19時58分00秒,臺中市外埔區水美里二崁路528號前0.0公尺,死亡1;受傷0,普通重型-機車,120.632373,24.323856
109年03月02日 22時54分00秒,臺中市大里區仁化里仁化路281-1號前0.0公尺,死亡1;受傷0,普通重型-機車,120.712150,24.093953
109年03月02日 23時12分00秒,屏東縣內埔鄉黎明村西淇路往繁華方向彎道處,死亡1;受傷0,普通重型-機車;自用-小客車,120.594378,22.688523
109年03月03日 08時27分00秒,臺中市霧峰區五福里中投東路二段418號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;遊覽車-大客車,120.663997,24.075449
109年03月03日 10時35分02秒,南投縣草屯鎮南埔里中正路288-53號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.727337,23.980810
109年03月03日 18時50分00秒,新北市新莊區大漢橋路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.461328,25.036859
109年03月03日 20時28分47秒,臺南市麻豆區埤頭里苓子林1之2號前,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車,120.237895,23.183608
109年03月04日 05時50分00秒,花蓮縣富里鄉台9線 286公里150.0公尺處東側向路肩,死亡1;受傷1,普通重型-機車;乘客-人,121.310890,23.271804
109年03月04日 10時34分00秒,桃園市桃園區大興西路三段口 / 桃園市桃園區永安路口,死亡1;受傷0,自用-大貨車;普通重型-機車,121.292538,25.006843
109年03月04日 14時15分00秒,臺南市大內區頭社里區道南182線頭社203號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.389290,23.151364
109年03月04日 20時30分22秒,雲林縣北港鎮新街里公園路北側 / 雲林縣北港鎮新街里公園路東側,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,120.300584,23.581262
109年03月05日 06時40分00秒,高雄市林園區西溪路193巷98弄55-1號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.391683,22.495873
109年03月05日 12時15分37秒,雲林縣四湖鄉溪尾村中溪尾101號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.204288,23.650810
109年03月05日 13時46分00秒,高雄市茄萣區正順東路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.190537,22.879610
109年03月06日 00時22分18秒,苗栗縣竹南鎮龍江街215巷(竹圍仔87-16號前),死亡1;受傷1,普通重型-機車;行人-人,120.862887,24.698543
109年03月06日 07時28分00秒,臺南市關廟區大富街東側 / 臺南市關廟區大富街口,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.327678,22.955008
109年03月06日 13時00分00秒,宜蘭縣五結鄉191縣道路口 / 宜蘭縣五結鄉國民中路口,死亡1;受傷0,自用-小客車;普通重型-機車,121.790643,24.694592
109年03月06日 15時44分12秒,臺南市關廟區南雄里南雄南路531號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.355911,22.904987
109年03月07日 02時35分00秒,嘉義市西區番社里北興陸橋前0.0公尺,死亡1;受傷0,普通重型-機車,120.445257,23.482190
109年03月07日 16時46分00秒,雲林縣土庫鎮興新里145線道與文化路口,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車,120.379305,23.667094
109年03月07日 18時45分00秒,彰化縣和美鎮月眉里和港路 / 彰化縣和美鎮月眉里西川路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.491630,24.121948
109年03月07日 23時49分32秒,新竹市香山區竹香南路222017燈桿,死亡1;受傷0,普通重型-機車,120.935694,24.802703
109年03月08日 13時58分00秒,高雄市仁武區澄觀路文武0979燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.343943,22.681755
109年03月08日 14時56分00秒,臺東縣臺東市東49-1 2公里700.0公尺處,死亡1;受傷0,普通重型-機車,121.106665,22.783861
109年03月08日 19時03分51秒,南投縣草屯鎮敦和里博愛路口 / 南投縣草屯鎮仁愛街,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;自用-小客車;乘客-人,120.678253,23.987026
109年03月09日 00時19分00秒,南投縣魚池鄉台21線 57公里,死亡1;受傷0,自用-小客車,120.919220,23.875320
109年03月09日 13時50分00秒,高雄市桃源區台20線 4公里100.0公尺處西側向其他,死亡1;受傷0,普通重型-機車;自用-大貨車,120.846800,23.265980
109年03月09日 15時00分00秒,高雄市楠梓區加昌路 / 高雄市楠梓區海專路,死亡1;受傷0,自用-小客車;普通重型-機車,120.317180,22.722838
109年03月09日 15時28分39秒,臺南市學甲區明宜里中正路口 / 臺南市學甲區明宜里中山路口,死亡1;受傷0,自用-大貨車;普通重型-機車,120.180579,23.234617
109年03月09日 18時14分00秒,臺東縣卑南鄉民生路口 / 臺東縣卑南鄉太平路,死亡1;受傷0,自用-小客車;普通重型-機車,121.095984,22.781152
109年03月09日 21時30分00秒,臺北市信義區松壽路 / 臺北市信義區松高路,死亡1;受傷0,普通重型-機車;計程車-小客車,121.567606,25.035825
109年03月10日 05時40分00秒,桃園市觀音區快速路口 / 桃園市觀音區保興路2段口,死亡1;受傷0,普通重型-機車;自用-小客車,121.108977,24.994317
109年03月10日 08時50分00秒,臺北市士林區士商路76號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.519729,25.091098
109年03月10日 17時22分00秒,雲林縣元長鄉台19現元進庄路口旁,死亡1;受傷1,普通重型-機車;乘客-人,120.310994,23.630367
109年03月10日 19時37分11秒,雲林縣北港鎮華勝里大同路306號西側,死亡1;受傷1,行人-人;普通重型-機車,120.299351,23.572635
109年03月10日 22時12分00秒,臺中市北屯區和平里東山路一段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.722295,24.175928
109年03月11日 02時00分00秒,高雄市燕巢區瓊招路高幹14左5號前0.0公尺,死亡1;受傷0,普通重型-機車,120.334864,22.794076
109年03月11日 10時53分28秒,嘉義縣民雄鄉文隆村台1線道 259公里900公尺處南側向外側,死亡1;受傷0,普通輕型-機車;營業用-大貨車;普通重型-機車,120.435066,23.538769
109年03月11日 15時21分00秒,南投縣魚池鄉台21線 54公里800.0公尺處向外側,死亡1;受傷1,自用-小客車;乘客-人,120.926177,23.913017
109年03月12日 17時09分00秒,桃園市楊梅區富豐里高鐵南路9段口 / 桃園市楊梅區富豐里富豐一路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.097389,24.924744
109年03月13日 09時43分54秒,桃園市中壢區聖德路2段口 / 桃園市中壢區月眉二路口,死亡1;受傷1,自用-小客車;乘客-人,121.194289,25.016494
109年03月13日 11時30分00秒,新竹市東區民生路277號,死亡1;受傷0,普通重型-機車;營業用-大貨車;自用-小貨車(含客、貨兩用),120.974677,24.812974
109年03月13日 15時59分00秒,臺中市豐原區南陽里南陽路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.727966,24.244573
109年03月13日 17時38分00秒,臺中市西屯區福安里西屯路三段79-7號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.632158,24.182925
109年03月13日 22時46分00秒,屏東縣鹽埔鄉三民路(鹽埔高幹222號電桿),死亡1;受傷0,自用-小客車;行人-人,120.580891,22.744435
109年03月14日 15時10分00秒,彰化縣田中鎮梅州里斗中路1段443弄196號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.576664,23.860245
109年03月14日 19時25分00秒,臺南市西港區西港里路燈編號080392附近,死亡1;受傷0,普通重型-機車,120.213342,23.116782
109年03月15日 06時20分47秒,雲林縣古坑鄉永昌村文昌路176號前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人,120.551511,23.629098
109年03月15日 09時30分05秒,苗栗縣獅潭鄉苗124線45.7公里處,死亡1;受傷0,遊覽車-大客車;腳踏自行車-慢車,120.946601,24.537784
109年03月15日 10時50分31秒,宜蘭縣冬山鄉美和路1段口 / 宜蘭縣冬山鄉永鎮路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.772220,24.645518
109年03月15日 19時34分00秒,花蓮縣新城鄉順安村草林114-21號南下27公尺處,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.641177,24.118583
109年03月16日 02時34分00秒,臺北市士林區承德路5段 / 臺北市士林區基河路,死亡1;受傷0,自用-小客車;普通重型-機車,121.513227,25.097765
109年03月16日 08時03分00秒,臺南市永康區永安路350號,死亡1;受傷0,普通重型-機車;營業用-半聯結車,120.240936,23.049305
109年03月16日 08時33分12秒,臺南市仁德區二行里中正西路358號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.217885,22.918212
109年03月16日 09時09分00秒,屏東縣里港鄉塔樓路與產業道路口,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.569845,22.815351
109年03月16日 11時30分00秒,高雄市三民區安宜里自立一路 / 高雄市三民區綏遠二街,死亡1;受傷1,普通重型-機車;普通重型-機車,120.297000,22.649420
109年03月16日 11時38分00秒,新北市鶯歌區大湖路742號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,121.337300,24.972581
109年03月16日 12時58分00秒,臺中市南屯區寶山里五權西路三段20號前0.0公尺,死亡1;受傷0,營業用-全聯結車;普通重型-機車,120.617143,24.153727
109年03月16日 13時19分00秒,高雄市美濃區中興路1段分10左1號號前0.0公尺,死亡1;受傷0,自用-小客車,120.554400,22.881760
109年03月16日 19時32分00秒,彰化縣福興鄉外中村番花路1段 / 彰化縣福興鄉外中村番花路1段,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.473880,24.019044
109年03月17日 05時30分00秒,新北市三重區集賢路 / 新北市三重區集英路,死亡1;受傷1,普通重型-機車;普通重型-機車,121.484274,25.088247
109年03月17日 12時23分00秒,臺中市后里區眉山里甲后路三段277號前0.0公尺,死亡1;受傷0,計程車-小客車;行人-人,120.674552,24.316902
109年03月17日 13時08分00秒,臺南市歸仁區七甲里省道臺39線北側 / 臺南市歸仁區七甲里南丁路,死亡1;受傷0,自用-小客車;普通重型-機車,120.277396,22.988675
109年03月17日 14時42分00秒,高雄市仁武區村澄觀路 / 高雄市仁武區仁光路,死亡1;受傷0,自用-小客車;普通重型-機車,120.301520,22.627160
109年03月17日 18時30分00秒,南投縣國姓鄉台14線 44公里800.0公尺處附近向中內,死亡1;受傷0,自用-大貨車;普通重型-機車,120.866945,23.983540
109年03月17日 19時45分00秒,高雄市小港區村沿海一路 / 高雄市小港區店中路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.365646,22.550625
109年03月18日 06時03分00秒,桃園市中壢區中華路1段550號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.252718,24.970195
109年03月18日 09時48分00秒,新北市新店區中興路1段107號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.541167,24.962589
109年03月18日 12時50分00秒,高雄市旗山區旗南三路153-11號前0.0公尺,死亡1;受傷0,自用-小客車,120.461669,22.810445
109年03月18日 15時55分00秒,新北市五股區新五路 / 新北市五股區新城三路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.438610,25.078531
109年03月18日 16時13分00秒,彰化縣芳苑鄉建平村二溪路草2段72號前0.0公尺前,死亡1;受傷1,普通重型-機車;普通重型-機車,120.382972,23.949461
109年03月18日 20時54分08秒,苗栗縣竹南鎮新南里維新街口 / 苗栗縣竹南鎮新南里崁頂街口,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.881339,24.691508
109年03月19日 07時12分00秒,臺南市麻豆區港尾里市道171線港子尾1-16號前0.0公尺,死亡1;受傷0,普通重型-機車;農耕用車(或機械)-其他車,120.208028,23.204973
109年03月19日 07時16分00秒,臺中市龍井區新庄里遊園南路364巷91號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.578565,24.178280
109年03月19日 11時05分00秒,雲林縣二崙鄉大同村台19線公路口 / 雲林縣二崙鄉大同村154公路,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.370029,23.787241
109年03月19日 22時59分29秒,雲林縣水林鄉溪墘村164縣道(路燈編號090529號前),死亡1;受傷0,自用-小客車;普通重型-機車;乘客-人,120.285238,23.567152
109年03月19日 23時43分44秒,臺南市六甲區王爺里市道174線前32500.0公尺西側,死亡1;受傷0,普通重型-機車,120.377783,23.237871
109年03月20日 01時28分00秒,新北市淡水區關渡橋道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.457766,25.097622
109年03月20日 01時58分22秒,嘉義縣布袋鎮光復里台61線273.3公里處,死亡1;受傷0,自用-小客車,120.155094,23.372461
109年03月20日 02時00分00秒,桃園市中壢區中山東路3段222號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.250159,24.942276
109年03月20日 03時05分02秒,臺南市永康區網寮里文化路口 / 臺南市永康區永華路,死亡1;受傷0,普通重型-機車;計程車-小客車;自用-小客車,120.258045,23.015950
109年03月20日 04時29分15秒,苗栗縣頭份市永貞路與中華路口,死亡1;受傷0,普通重型-機車,120.881859,24.668704
109年03月20日 18時06分00秒,臺中市大甲區義和里中山路一段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.613687,24.332645
109年03月21日 00時51分28秒,花蓮縣花蓮市華東路口 / 花蓮縣花蓮市精美路口,死亡1;受傷0,營業用-曳引車;自用-小貨車(含客、貨兩用),121.633935,24.010743
109年03月21日 02時00分00秒,屏東縣屏東市民生東路12號前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.514548,22.658324
109年03月21日 12時37分00秒,新北市汐止區新台五路1段 / 新北市汐止區連興街,死亡1;受傷0,民營客運-大客車;行人-人,121.635617,25.056589
109年03月21日 12時44分00秒,臺南市七股區台17線 154公里200.0公尺處南側,死亡1;受傷1,普通重型-機車;乘客-人,120.133794,23.172835
109年03月21日 16時00分00秒,臺東縣卑南鄉太巴六口舊部落產業道路(靠近太平溪側),死亡1;受傷0,拼裝車-其他車,121.056360,22.809871
109年03月21日 17時26分00秒,嘉義縣太保市新埤里台18線與嘉49線,死亡1;受傷0,自用-小客車;普通重型-機車;乘客-人,120.334644,23.475227
109年03月22日 00時21分00秒,新北市新莊區中正路881-13號前0.0公尺,死亡1;受傷0,普通重型-機車,121.417434,25.025266
109年03月22日 01時40分00秒,新竹縣竹北市東興路二段與三民路,死亡1;受傷0,自用-小客車,121.064308,24.788050
109年03月22日 06時50分00秒,臺南市佳里區六安里忠孝路口 / 臺南市佳里區六安里林園街口,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.176013,23.165504
109年03月22日 08時35分00秒,高雄市永安區村保安路 / 高雄市永安區保安路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.243261,22.801512
109年03月22日 09時15分00秒,雲林縣土庫鎮新庄里產業道路(新庄枝97右5右4左8)電桿前,死亡1;受傷0,自用-小客車;普通重型-機車,120.379424,23.733531
109年03月23日 06時39分50秒,臺南市南區永成路1段南側 / 臺南市南區無名道路,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車,120.195527,22.936426
109年03月23日 10時35分00秒,嘉義縣大林鎮明和里台一線與西榮路口附近,死亡1;受傷0,自用-小客車;普通重型-機車,120.449913,23.605656
109年03月23日 14時24分00秒,嘉義縣東石鄉港墘村157線38公里處,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.217452,23.462786
109年03月23日 16時52分00秒,桃園市觀音區臺66線平面道路口 / 桃園市觀音區快速路8段口,死亡1;受傷0,普通重型-機車;自用-小客車,121.090537,25.006957
109年03月24日 04時52分00秒,臺中市西區忠誠里臺灣大道二段489號前0.0公尺,死亡1;受傷0,普通重型-機車,120.660085,24.156624
109年03月24日 08時00分00秒,臺中市北屯區平陽里崇德路二段前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;腳踏自行車-慢車,120.685920,24.175775
109年03月24日 08時31分00秒,新竹市東區竹蓮街15號,死亡1;受傷3,自用-小客車;普通重型-機車;行人-人;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通輕型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,120.972190,24.796981
109年03月24日 09時40分00秒,新北市中和區國道3號 37公里900.0公尺處北側向外側,死亡1;受傷2,營業用-全聯結車;自用-小貨車(含客、貨兩用);自用-小客車;營業用-大貨車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,121.484655,24.989302
109年03月24日 10時04分00秒,新北市新莊區中環路3段 / 新北市新莊區幸福路,死亡1;受傷0,自用-小客車;普通重型-機車,121.442470,25.053583
109年03月24日 17時12分00秒,新北市新莊區重新堤外道路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.453971,25.033547
109年03月24日 22時52分00秒,新北市鶯歌區西湖街 / 新北市鶯歌區西湖街,死亡2;受傷0,普通重型-機車;大型重型1(550C.C.以上)-機車,121.339769,24.968094
109年03月25日 01時11分00秒,臺中市清水區槺榔里西濱快速道路前0.0公尺,死亡2;受傷0,營業用-曳引車;自用-小客車;乘客-人,120.544034,24.268443
109年03月25日 01時34分00秒,高雄市大寮區188縣道機慢車道號前0.0公尺,死亡1;受傷0,普通重型-機車,120.407674,22.587425
109年03月25日 02時17分00秒,彰化縣彰化市福田里彰南路6段467號前0.0公尺,死亡1;受傷0,普通重型-機車,120.621844,24.049029
109年03月25日 05時53分00秒,嘉義縣溪口鄉游東村產業道路口-台電游東1A分5號電桿處,死亡1;受傷0,普通重型-機車;租賃車-小客車,120.402462,23.610822
109年03月25日 10時57分44秒,苗栗縣竹南鎮大營路與建國路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.873951,24.690044
109年03月25日 18時24分00秒,臺中市太平區太平里新仁路一段前0.0公尺,死亡1;受傷1,營業用-大貨車;普通重型-機車;乘客-人,120.703646,24.111538
109年03月25日 18時48分00秒,桃園市龜山區東萬壽路18.8K(往新莊區方向),死亡1;受傷0,自用-大貨車;普通重型-機車,121.372475,25.006809
109年03月25日 22時56分00秒,桃園市中壢區中山東路3段南側 / 桃園市中壢區龍慈路口,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.248644,24.944069
109年03月26日 05時40分00秒,臺中市清水區海風里和睦路前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.629006,24.292875
109年03月26日 09時50分00秒,雲林縣麥寮鄉麥豐村泰順路北側 / 雲林縣麥寮鄉麥豐村中華路西側,死亡1;受傷0,普通重型-機車;自用-小客車,120.259377,23.751396
109年03月26日 11時40分52秒,嘉義縣竹崎鄉中和村村里道路(奮柑幹37號電桿旁),死亡2;受傷0,自用-小貨車(含客、貨兩用);乘客-人,120.690028,23.494740
109年03月26日 17時10分00秒,臺東縣臺東市臨海路南側 / 臺東縣臺東市四維路,死亡1;受傷1,營業用-半聯結車;普通重型-機車;乘客-人,121.160554,22.754378
109年03月26日 23時12分00秒,屏東縣九如鄉黃金路、南二高平面道路口,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,120.490330,22.740429
109年03月27日 03時37分00秒,新北市五股區成泰路1段98巷前0.0公尺,死亡1;受傷0,自用-曳引車;自用-小貨車(含客、貨兩用),121.436541,25.072749
109年03月27日 08時22分00秒,臺南市善化區昌隆里東勢寮211-1號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.314304,23.157228
109年03月27日 11時21分00秒,高雄市永安區村永達路永達橋號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.220185,22.820284
109年03月27日 15時40分00秒,屏東縣鹽埔鄉勝利路與所前一巷,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,120.571405,22.753841
109年03月27日 23時30分00秒,宜蘭縣南澳鄉澳花村中央路1號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.738271,24.328915
