發生時間,發生地點,死亡受傷人數,車種,經度,緯度
109年01月29日 15時00分00秒,高雄市大樹區中正路 / 高雄市大樹區長春路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.428829,22.682463
109年01月29日 19時30分00秒,彰化縣伸港鄉海尾村中興路2段383號前0.0公尺前,死亡1;受傷0,行人-人;自用-小客車,120.487826,24.164344
109年01月29日 22時45分00秒,臺北市大安區和平東路2段 / 臺北市大安區建國南路2段,死亡1;受傷0,自用-小客車;普通重型-機車,121.537907,25.025667
109年01月29日 23時35分00秒,桃園市平鎮區育達路口 / 桃園市平鎮區忠孝路口,死亡1;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,121.212125,24.951494
109年01月30日 09時17分42秒,臺南市關廟區五甲里南雄路1段589號前0.0公尺,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.332388,22.947098
109年01月30日 09時51分00秒,新竹縣竹北市西濱路二段與西濱路二段318巷口,死亡1;受傷0,自用-小客車;普通重型-機車,120.954434,24.877908
109年01月30日 17時07分00秒,高雄市三民區建工路 / 高雄市三民區建中路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.316172,22.647867
109年01月30日 20時03分00秒,臺北市萬華區環河南路2段 / 臺北市萬華區環河南路2段,死亡1;受傷0,行人-人;自用-小客車,121.494983,25.036183
109年01月30日 21時16分00秒,高雄市大樹區統嶺路208號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.449403,22.771831
109年01月30日 21時23分00秒,屏東縣高樹鄉長美路1號,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車,120.606552,22.842287
109年01月31日 09時20分02秒,嘉義縣阿里山鄉樂野村1鄰樂野8號附6前,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.703546,23.472128
109年01月31日 09時28分20秒,桃園市平鎮區廣興路159號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.284624,24.934476
109年01月31日 10時48分00秒,臺東縣長濱鄉台11線 84公里500.0公尺處南側,死亡1;受傷0,普通重型-機車;自用-小客車,121.460936,23.326655
109年01月31日 11時04分00秒,高雄市鳳山區過埤路 / 高雄市鳳山區過埤路,死亡1;受傷0,自用-大貨車;普通重型-機車;自用-小客車,120.365555,22.589883
109年01月31日 18時11分00秒,桃園市龜山區振興路1169號前S109010780大埔所,死亡1;受傷0,普通重型-機車;行人-人,121.374971,25.029664
109年01月31日 18時21分00秒,嘉義縣朴子市竹圍里大同路298號西側,死亡1;受傷0,行人-人;自用-小客車,120.238930,23.461494
109年01月31日 23時30分00秒,臺中市霧峰區坑口里中正路前0.0公尺,死亡1;受傷0,普通重型-機車,120.694917,24.052294
109年02月02日 04時10分00秒,高雄市新興區六合一路 / 高雄市新興區林森一路,死亡1;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人,120.305000,22.632480
109年02月02日 20時39分00秒,高雄市燕巢區深中路3-20號前0.0公尺,死亡1;受傷0,普通重型-機車,120.416600,22.780990
109年02月03日 09時30分00秒,桃園市桃園區大興西路三段口 / 桃園市桃園區正光路口,死亡1;受傷0,自用-小客車;大型重型2(250-550C.C.)-機車,121.290784,25.005376
109年02月03日 09時57分00秒,彰化縣鹿港鎮東石里鹿工路前0.0公尺,死亡1;受傷2,營業用-曳引車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車;自用-大貨車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車,120.416775,24.077235
109年02月03日 11時56分08秒,苗栗縣造橋鄉平仁路37號附近,死亡1;受傷0,自用-小客車;自用-小客車;行人-人;普通重型-機車;普通重型-機車,120.866220,24.640730
109年02月03日 13時09分00秒,新竹市香山區中華路四段496號,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.934367,24.790406
109年02月03日 14時40分00秒,新竹縣寶山鄉新湖路五段220巷附近,死亡1;受傷1,普通重型-機車;乘客-人,120.969854,24.728684
109年02月03日 16時52分00秒,高雄市鳥松區本館路42號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.343007,22.650440
109年02月03日 21時03分00秒,新北市五股區凌雲路3段42-2號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.429959,25.117930
109年02月03日 21時22分00秒,新北市三重區重新堤外道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.443241,25.024787
109年02月04日 03時00分00秒,新北市板橋區大觀路2段156巷81號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;普通重型-機車;自用-小客車,121.441132,25.000711
109年02月04日 03時39分11秒,桃園市中壢區大圳路1段766號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,121.208508,24.984253
109年02月04日 08時19分00秒,桃園市大溪區石園路與落羽松路口,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車,121.257037,24.868543
109年02月04日 12時06分00秒,彰化縣田尾鄉新生村福生巷 / 彰化縣田尾鄉新生村延平路,死亡1;受傷0,自用-小客車;普通重型-機車,120.548323,23.890760
109年02月04日 15時35分00秒,高雄市小港區高鳳路 / 高雄市小港區松興路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.371235,22.574926
109年02月04日 20時05分01秒,南投縣名間鄉國道3號 239公里200.0公尺處南側向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-大貨車;自用-小客車,120.701804,23.856058
109年02月05日 06時48分00秒,新北市淡水區中正東路2段153號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.459527,25.145854
109年02月05日 07時30分00秒,臺中市北屯區仁和里松竹路三段610號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車,120.674084,24.189546
109年02月05日 14時43分00秒,新北市林口區中湖路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;營業用-大貨車,121.384077,25.100406
109年02月05日 18時30分00秒,高雄市鼓山區九如四路 / 高雄市鼓山區金川街,死亡1;受傷0,自用-小客車;行人-人,120.279100,22.649940
109年02月06日 04時45分00秒,臺中市霧峰區本堂里福新路35巷168號前0.0公尺,死亡1;受傷0,普通重型-機車,120.693243,24.050776
109年02月06日 07時18分00秒,高雄市大寮區光華路 / 高雄市大寮區華西路,死亡1;受傷0,自用-小客車;普通重型-機車,120.422738,22.582813
109年02月06日 11時30分00秒,苗栗縣大湖鄉苗130線0.2K,死亡1;受傷0,普通重型-機車,120.812217,24.387240
109年02月06日 13時15分00秒,屏東縣潮州鎮榮田路225巷7-1號前,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.530841,22.552879
109年02月06日 20時39分00秒,臺中市大雅區二和里雅潭路四段646號前0.0公尺,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,120.654120,24.221181
109年02月07日 02時01分00秒,新北市新莊區環漢路2段前0.0公尺,死亡1;受傷0,普通重型-機車,121.463212,25.039614
109年02月07日 03時14分24秒,桃園市龍潭區福龍路3段2巷前0.0公尺口,死亡1;受傷0,普通重型-機車,121.219290,24.879958
109年02月07日 04時58分00秒,桃園市龜山區長壽路130號(S109020141-龜山派出所),死亡1;受傷0,行人-人;自用-大貨車,121.342456,25.001473
109年02月07日 06時13分00秒,臺南市安南區公學路6段490巷前0.0公尺口,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);自用-小客車,120.147391,23.078375
109年02月07日 06時25分00秒,臺南市南區大成路東側 / 臺南市南區國民路東側,死亡1;受傷0,普通重型-機車,120.204118,22.975180
109年02月07日 07時49分00秒,彰化縣彰化市三村里三村路468號前0.0公尺,死亡1;受傷0,普通重型-機車,120.593539,24.095809
109年02月07日 07時53分00秒,桃園市蘆竹區台61線南下橋墩PA18號附近V109020143,死亡1;受傷0,普通重型-機車,121.265152,25.118334
109年02月07日 09時27分00秒,彰化縣埔鹽鄉三省村好金路 / 彰化縣埔鹽鄉三省村好金路,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),120.447865,23.967903
109年02月07日 10時10分00秒,高雄市六龜區台27線 2公里100.0公尺處北側向其他,死亡1;受傷2,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人,120.667477,23.056742
109年02月07日 10時13分00秒,臺中市西屯區龍潭里環中路三段１１１８號前0.0公尺,死亡1;受傷0,動力機械-其他車;普通重型-機車;自用-小客車,120.672085,24.201262
109年02月07日 11時46分13秒,臺南市官田區社子里區道南119線73之1號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.362877,23.175872
109年02月07日 13時11分55秒,南投縣竹山鎮桶頭里鯉南路-149乙線3.5K前,死亡1;受傷1,租賃車-小客車;乘客-人,120.655432,23.616165
109年02月07日 14時47分00秒,臺中市神岡區豐洲里豐洲路299號前0.0公尺,死亡1;受傷1,普通輕型-機車;普通重型-機車,120.707499,24.260261
109年02月07日 14時50分00秒,臺東縣海端鄉台20線 162公里300.0公尺處附近,死亡1;受傷0,自用-大貨車,121.049162,23.158272
109年02月07日 15時50分00秒,宜蘭縣壯圍鄉中央路3段口 / 宜蘭縣壯圍鄉中央路3段口,死亡1;受傷1,自用-小客車;普通重型-機車,121.790365,24.760453
109年02月07日 19時16分00秒,臺東縣長濱鄉寧埔村八桑安路42-1號前0.0公尺東側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.418021,23.253572
109年02月07日 23時47分00秒,彰化縣伸港鄉什股村建國路前0.0公尺,死亡1;受傷0,普通重型-機車,120.473300,24.150590
109年02月08日 02時00分00秒,臺中市大里區健民里健東路前0.0公尺,死亡1;受傷0,普通重型-機車,120.719306,24.082765
109年02月08日 07時26分00秒,高雄市左營區軍校路553號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.306300,22.675250
109年02月08日 08時05分00秒,桃園市龜山區東萬壽路16.9k處S109020170迴龍所,死亡1;受傷1,普通重型-機車;乘客-人,121.387489,25.008862
109年02月09日 04時34分00秒,嘉義縣新港鄉板頭村嘉74線道1.85公里附近,死亡1;受傷0,自用-小客車,120.330670,23.570381
109年02月09日 05時05分00秒,彰化縣鹿港鎮草中里頂草路4段415號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,120.457436,24.108489
109年02月09日 05時06分00秒,桃園市龜山區幸福路山福分線2號電桿(S109020196-大林派出所),死亡1;受傷0,普通重型-機車,121.332019,24.988436
109年02月09日 05時25分00秒,臺東縣成功鎮台11線 114公里800.0公尺處南側向交流道,死亡1;受傷0,普通重型-機車,121.363891,23.097829
109年02月09日 13時05分00秒,高雄市前鎮區中華五路 / 高雄市前鎮區正勤路,死亡1;受傷1,普通重型-機車;行人-人,120.306121,22.602985
109年02月09日 21時03分00秒,桃園市八德區興豐路口 / 桃園市八德區後庄街口,死亡1;受傷0,電動自行車-慢車;自用-小客車,121.324311,24.952343
109年02月10日 01時20分00秒,臺北市大同區延平北路3段 / 臺北市大同區民權西路,死亡1;受傷1,普通重型-機車;普通重型-機車,121.511145,25.063000
109年02月10日 03時00分57秒,新北市汐止區國道1號 13公里100.0公尺處南側向內側,死亡1;受傷0,計程車-小客車,121.668533,25.081816
109年02月10日 07時46分00秒,臺中市太平區太平里永豐路268之2號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);營業用-大貨車,120.705886,24.116983
109年02月10日 13時00分00秒,高雄市大寮區濃公路 / 高雄市大寮區濃三街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.413114,22.574253
109年02月10日 13時55分00秒,高雄市杉林區桐竹路86號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.532700,22.952060
109年02月10日 15時52分00秒,新北市土城區中央路3段 / 新北市土城區永寧路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.430514,24.964815
109年02月10日 16時27分00秒,臺中市霧峰區吉峰里峰堤路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.713886,24.079990
109年02月10日 19時41分00秒,屏東縣萬丹鄉崙頂村萬順路二段(台88線P117橋墩旁),死亡1;受傷0,普通重型-機車,120.463795,22.586757
109年02月11日 04時13分00秒,臺中市大肚區王田里沙田路一段364號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人;自用-小貨車(含客、貨兩用),120.568376,24.121843
109年02月11日 07時33分00秒,高雄市小港區沿海三路友成巷前0.0公尺,死亡1;受傷0,普通重型-機車,120.373360,22.536138
109年02月11日 11時31分00秒,嘉義市東區新開里市宅街21巷25弄27號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.460348,23.472735
109年02月11日 15時46分00秒,桃園市龜山區頂湖路123號前0.0公尺,死亡1;受傷0,普通重型-機車,121.365025,25.027631
109年02月11日 16時40分00秒,桃園市觀音區大同一路19號前0.0公尺,死亡1;受傷0,普通輕型-機車,121.130290,25.047907
109年02月11日 19時39分00秒,桃園市新屋區東興路2段780號前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,121.049650,25.004336
109年02月12日 00時40分33秒,臺南市永康區中正南路口 / 臺南市永康區小北路,死亡1;受傷2,普通重型-機車;計程車-小客車;乘客-人,120.216256,23.022086
109年02月12日 06時47分00秒,新北市汐止區大同路1段 / 新北市汐止區樟樹一路,死亡1;受傷0,普通重型-機車;自用-小客車,121.641586,25.062414
109年02月12日 09時00分00秒,高雄市仁武區中正路 / 高雄市仁武區水管路3段,死亡1;受傷0,自用-曳引車;普通重型-機車,120.353623,22.705133
109年02月12日 14時59分00秒,高雄市燕巢區安北路安招26電桿號前0.0公尺,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.350645,22.791981
109年02月13日 07時03分00秒,臺南市安南區安吉路2段北側 / 臺南市安南區本原街2段,死亡1;受傷0,普通重型-機車;自用-小客車,120.190883,23.058191
109年02月13日 07時10分00秒,屏東縣萬丹鄉萬安村和平西路7號附近,死亡1;受傷0,普通重型-機車;自用-曳引車;普通重型-機車,120.489331,22.587920
109年02月13日 08時53分00秒,嘉義縣新港鄉月潭村媽祖大道與166線道口,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,120.355944,23.523263
109年02月13日 12時17分00秒,臺中市后里區眉山里甲后路二段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.684991,24.315208
109年02月13日 21時56分00秒,高雄市鳳山區鳳頂路 / 高雄市鳳山區過埤路,死亡1;受傷4,營業用-曳引車;消防車-特種車;乘客-人;乘客-人;乘客-人;乘客-人,120.358787,22.590467
