發生時間,發生地點,死亡受傷人數,車種
104年04月08日 08時35分00秒,高雄市三民區大昌一路 / 高雄市三民區立志街168巷口,死亡1;受傷1,行人-人;普通重型-機車
104年04月08日 10時30分00秒,臺中市龍井區麗水里臨港路一段 / 臺中市龍井區麗水里龍昌路,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車
104年04月08日 15時39分00秒,屏東縣萬丹鄉大昌路1005號前,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月09日 09時25分00秒,屏東縣屏東市清進巷162之31號,死亡1;受傷0,普通輕型-機車
104年04月09日 09時56分00秒,彰化縣大村鄉國道1號 207公里100.0公尺處南向外側,死亡2;受傷1,營業用-半聯結車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
104年04月09日 16時30分00秒,宜蘭縣頭城鎮國道5號 29公里800.0公尺處南向交流道,死亡1;受傷1,自用-小貨車(含客、貨兩用);其他人-人
104年04月09日 16時39分00秒,彰化縣彰化市線東路1段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;遊覽車-大客車
104年04月10日 10時05分00秒,高雄市岡山區中山北路前0.0公尺,死亡1;受傷1,普通輕型-機車;營業用-全聯結車;乘客-人
104年04月10日 12時00分00秒,臺東縣鹿野鄉和平段,死亡1;受傷0,自用-小客車;營業用-大貨車
104年04月10日 13時42分00秒,臺南市新化區180 9公里600.0公尺處北向外側,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月10日 21時10分00秒,嘉義縣民雄鄉國道1號 259公里500.0公尺處南向內側,死亡1;受傷4,自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人
104年04月11日 18時10分00秒,雲林縣斗南鎮雲科路前0.0公尺,死亡1;受傷0,自用-小客車
104年04月12日 01時55分00秒,嘉義市東區新生路 / 嘉義市東區義教街,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
104年04月12日 18時15分00秒,臺南市西港區南海里慶安路229號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
104年04月12日 21時30分00秒,高雄市路竹區中山路 / 高雄市路竹區保民路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年04月13日 07時26分00秒,屏東縣長治鄉振興路31號前,死亡1;受傷0,普通重型-機車
104年04月13日 08時00分00秒,臺南市關廟區五甲里南雄路一段650號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-半聯結車
104年04月13日 16時05分00秒,高雄市鳳山區鳳頂路 / 高雄市鳳山區過埤路口,死亡1;受傷0,營業用-半聯結車;普通重型-機車
104年04月13日 16時21分00秒,新北市三芝區北18線道路前0.0公尺,死亡1;受傷0,自用-大貨車;行人-人
104年04月13日 17時50分00秒,高雄市岡山區中山南路 / 高雄市岡山區岡山南路口,死亡1;受傷0,普通重型-機車;營業用-全聯結車
104年04月13日 18時50分00秒,嘉義縣中埔鄉竹頭崎21-3號前,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用)
104年04月14日 00時32分00秒,臺南市柳營區臺1 294公里800.0公尺處北向內側,死亡1;受傷0,普通重型-機車
104年04月14日 06時49分00秒,桃園市大溪區石園路452巷前0.0公尺,死亡1;受傷0,自用-小客車;自用-小客車;普通重型-機車
104年04月14日 07時57分00秒,花蓮縣新城鄉加灣所,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月14日 08時20分00秒,高雄市鳳山區南京路 / 高雄市鳳山區海洋二路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年04月15日 07時30分00秒,臺南市西港區南40 6公里650.0公尺處西向路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年04月15日 08時31分00秒,雲林縣北港鎮東湖產業道路（草湖102分東5A）,死亡1;受傷0,普通輕型-機車;自用-曳引車
104年04月15日 09時40分00秒,臺南市歸仁區?豬厝段1124-5地號(台86快速道路10.6K下涵洞口),死亡1;受傷1,普通重型-機車;普通重型-機車
104年04月15日 11時50分00秒,花蓮縣吉安鄉福興路 / 花蓮縣吉安鄉福昌三街,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月15日 12時02分00秒,桃園市龜山區文化一路前0.0公尺,死亡1;受傷0,普通重型-機車
104年04月15日 12時10分00秒,桃園市八德區興仁里豐田二路 / 桃園市八德區興仁里豐德一路,死亡1;受傷0,普通輕型-機車;自用-大貨車
104年04月15日 13時18分00秒,宜蘭縣頭城鎮濱海路七段81號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-全聯結車
104年04月15日 19時06分00秒,彰化縣溪湖鎮二溪路1段前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用)
104年04月15日 23時20分00秒,基隆市仁愛區仁五路 / 基隆市仁愛區精一街,死亡1;受傷1,普通重型-機車;行人-人
104年04月16日 03時39分00秒,屏東縣內埔鄉屏光路與學人路口,死亡4;受傷0,營業用-大貨車;大型重型1(550C.C.以上)-機車;大型重型1(550C.C.以上)-機車;乘客-人;乘客-人
104年04月16日 22時25分00秒,屏東縣屏東市永安里復興路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
104年04月17日 09時48分00秒,花蓮縣玉里鎮東里所轄區,死亡1;受傷0,普通重型-機車
104年04月17日 11時06分00秒,雲林縣西螺鎮大橋南路3號前【台一線省道】,死亡1;受傷0,普通重型-機車
104年04月17日 11時07分00秒,宜蘭縣五結鄉仁五路一段 / 宜蘭縣五結鄉國民南路,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月17日 12時50分00秒,新竹縣竹東鎮沿河街403號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月17日 17時20分00秒,高雄市左營區介壽路前0.0公尺,死亡1;受傷0,計程車-小客車;普通重型-機車
104年04月17日 17時50分00秒,苗栗縣苑裡鎮達毅農機行前,死亡1;受傷0,行人-人;普通重型-機車
104年04月17日 19時01分00秒,屏東縣東港鎮船頭里船頭路25-10號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車
104年04月18日 04時03分00秒,臺北市信義區,死亡1;受傷0,腳踏自行車-慢車;計程車-小客車
104年04月18日 10時42分00秒,屏東縣潮州鎮802巷,死亡1;受傷0,營業用-曳引車;普通重型-機車
104年04月18日 12時08分00秒,宜蘭縣員山鄉大湖路 / 宜蘭縣員山鄉湖前路,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用)
104年04月18日 14時50分00秒,臺中市太平區新城里樹孝路439號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
104年04月18日 16時58分00秒,金門縣金寧鄉林堡路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年04月19日 09時00分00秒,臺北市北投區,死亡1;受傷0,自用-小客車
104年04月19日 16時07分00秒,嘉義縣鹿草鄉國道1號 274公里800.0公尺處南向外側,死亡1;受傷2,自用-小客車;營業用-半聯結車;乘客-人;乘客-人
104年04月19日 16時30分00秒,雲林縣林內鄉瑞農路前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人
104年04月19日 18時55分00秒,彰化縣彰化市彰南路5段前0.0公尺,死亡1;受傷1,計程車-小客車;行人-人
104年04月19日 20時44分00秒,新北市板橋區新海橋路前225.0公尺,死亡2;受傷1,計程車-小客車;普通重型-機車;普通重型-機車
104年04月20日 06時40分00秒,桃園市龍潭區國道3號 74公里南向中線,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
104年04月20日 10時00分00秒,臺北市文山區 / 臺北市文山區景福街,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車
104年04月20日 11時55分00秒,彰化縣溪州鄉中央路1段 / 彰化縣溪州鄉光路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年04月20日 15時48分00秒,雲林縣北港鎮扶朝路81-1號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年04月20日 19時54分00秒,新北市貢寮區仁和路67號前0.0公尺,死亡1;受傷0,行人-人;營業用-曳引車
104年04月21日 05時55分00秒,屏東縣恆春鎮省北路二段前0.0公尺,死亡1;受傷0,普通重型-機車;租賃車-小客車
104年04月22日 01時23分00秒,彰化縣花壇鄉中山路2段前0.0公尺,死亡1;受傷0,自用-小客車
104年04月22日 12時16分00秒,新北市泰山區泰山路前0.0公尺,死亡1;受傷0,普通重型-機車
104年04月23日 14時25分00秒,高雄市大寮區光明路三段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月24日 05時00分00秒,彰化縣鹿港鎮鹿草路2段前0.0公尺,死亡1;受傷0,自用-小客車
104年04月24日 09時26分00秒,新北市鶯歌區中正一路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車
104年04月24日 12時38分00秒,宜蘭縣蘇澳鎮移山路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月24日 15時37分00秒,彰化縣花壇鄉中山路1段 / 彰化縣花壇鄉內厝街,死亡1;受傷0,營業用-曳引車;電動輔助自行車-慢車
104年04月24日 20時00分00秒,臺北市中山區,死亡1;受傷0,自用-小客車;行人-人
104年04月25日 00時05分00秒,彰化縣和美鎮彰草路3段 / 彰化縣和美鎮渭南路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
104年04月25日 00時34分00秒,臺南市東山區175 14公里南向中外,死亡1;受傷0,普通重型-機車
104年04月25日 08時20分00秒,雲林縣大埤鄉157 1公里600.0公尺處東向外側,死亡1;受傷0,普通重型-機車
104年04月25日 10時20分00秒,南投縣鹿谷鄉投49 24公里200.0公尺處北向外側,死亡1;受傷1,自用-小客車;乘客-人
104年04月25日 15時40分00秒,屏東縣萬丹鄉維新路與頂本路口,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用)
104年04月25日 17時34分00秒,新竹縣新豐鄉,死亡1;受傷1,行人-人;普通重型-機車
104年04月25日 20時00分00秒,臺中市北屯區新平里中清路二段333巷前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年04月26日 05時00分00秒,臺北市北投區,死亡1;受傷0,計程車-小客車;行人-人
104年04月26日 06時35分00秒,南投縣草屯鎮碧峰里立人路137巷102號前0.0公尺,死亡1;受傷0,普通重型-機車
104年04月26日 08時40分00秒,桃園市龜山區光峰路260巷前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月26日 13時06分00秒,宜蘭縣頭城鎮三和路101號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
104年04月26日 16時24分00秒,新北市五股區疏洪東路前0.0公尺,死亡1;受傷0,普通重型-機車
104年04月26日 22時18分00秒,花蓮縣新城鄉康樂村加灣46-2號往北100公尺處(加灣派出所),死亡1;受傷0,普通重型-機車
104年04月27日 00時30分00秒,屏東縣長治鄉德和路段(37號路燈旁),死亡1;受傷0,自用-小貨車(含客、貨兩用)
104年04月27日 05時49分00秒,雲林縣虎尾鎮158公路與大庄路口附近,死亡1;受傷0,自用-小客車;營業用-曳引車
104年04月27日 11時40分00秒,高雄市三民區民族一路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車
104年04月28日 19時11分00秒,嘉義縣東石鄉村里道路(網寮16B電桿前),死亡1;受傷0,普通重型-機車
104年04月28日 22時50分00秒,新北市三重區重新路1段前0.0公尺,死亡1;受傷0,行人-人;計程車-小客車
104年04月28日 23時14分00秒,桃園市大園區橫峰里06鄰橫南路203號前0.0公尺,死亡1;受傷0,普通輕型-機車;民營客運-大客車
104年04月29日 07時53分00秒,臺中市西屯區林厝里安林路33號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月29日 08時45分00秒,桃園市平鎮區上海路 / 桃園市平鎮區天津街,死亡1;受傷0,營業用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車;自用-小客車
104年04月29日 09時40分00秒,高雄市前鎮區草衙一路 / 高雄市前鎮區漁港路口,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車
104年04月29日 22時45分00秒,雲林縣東勢鄉158線與仁愛路口,死亡1;受傷0,自用-小客車
104年04月30日 05時38分00秒,屏東縣鹽埔鄉新埔路與建設街路口,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用)
104年04月30日 08時24分00秒,新北市土城區金城路1段105號前0.0公尺,死亡1;受傷0,乘客-人;自用-大貨車;普通重型-機車
104年04月30日 08時40分00秒,臺南市大內區台84線34公里附近,死亡1;受傷1,自用-小客車;乘客-人
104年04月30日 15時25分00秒,高雄市鼓山區明誠四路 / 高雄市鼓山區美術東四路口,死亡1;受傷0,自用-小客車;普通重型-機車
104年04月30日 16時20分00秒,高雄市鳳山區高鳳一路 / 高雄市鳳山區過埤路口,死亡1;受傷0,營業用-全聯結車;普通輕型-機車
104年04月30日 16時45分00秒,嘉義縣六腳鄉媽祖橋外環道與村里道路口,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
104年04月30日 17時45分00秒,屏東縣屏東市環河路前0.0公尺,死亡1;受傷0,普通重型-機車
104年05月01日 10時50分00秒,臺南市安南區國安街前0.0公尺,死亡1;受傷1,普通輕型-機車;自用-小客車;自用-小客車
104年05月01日 12時42分00秒,桃園市平鎮區營德路275號前0.0公尺,死亡1;受傷0,普通輕型-機車
104年05月01日 20時06分00秒,苗栗縣後龍鎮台61 98公里500.0公尺處南向內側,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人
104年05月02日 05時40分00秒,彰化縣大城鄉平和路 / 彰化縣大城鄉產業道路,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月02日 09時10分00秒,雲林縣水林鄉大莊路前0.0公尺,死亡1;受傷1,普通輕型-機車;普通重型-機車
104年05月02日 15時50分00秒,苗栗縣通霄鎮台1 126公里400.0公尺處南向內側,死亡1;受傷0,普通重型-機車
104年05月02日 18時07分00秒,宜蘭縣蘇澳鎮中山路二段 / 宜蘭縣蘇澳鎮中山路二段,死亡1;受傷1,營業用-半聯結車;普通輕型-機車;乘客-人
104年05月02日 19時25分00秒,高雄市楠梓區經三路 / 高雄市楠梓區中二街,死亡1;受傷1,普通重型-機車;普通重型-機車
104年05月03日 10時30分00秒,屏東縣萬丹鄉上安路230號往北220公尺處附近,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年05月03日 13時14分00秒,花蓮縣吉安鄉慶南三街 / 花蓮縣吉安鄉慶豐十一街,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月03日 22時02分00秒,臺北市大安區,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月04日 05時03分00秒,南投縣中寮鄉139線49.75K,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
104年05月04日 08時10分00秒,臺南市南區金華路 / 臺南市南區新興路,死亡1;受傷1,普通重型-機車;行人-人
104年05月04日 08時24分00秒,雲林縣口湖鄉台61 249公里500.0公尺處南向外側,死亡1;受傷0,自用-小貨車(含客、貨兩用);營業用-大貨車
104年05月04日 09時35分00秒,高雄市大寮區大寮路 / 高雄市大寮區華中路口,死亡1;受傷0,普通重型-機車;自用-小客車
104年05月04日 09時45分00秒,高雄市小港區宏平路 / 高雄市小港區崇愛街口,死亡1;受傷0,自用-大貨車;普通輕型-機車
104年05月04日 18時05分00秒,臺中市沙鹿區三鹿里向上路六段前0.0公尺,死亡3;受傷8,營業用-曳引車;普通重型-機車;普通重型-機車;普通重型-機車;營業用-全聯結車;營業用-曳引車;自用-小客車;自用-小客車;自用-小客車;普通重型-機車;乘客-人;自用-小客車;自用-小客車;自用-小客車;自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;計程車-小客車;自用-小客車;自用-小客車;自用-小客車
104年05月05日 04時30分00秒,高雄市鳳山區自由路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年05月05日 06時05分00秒,嘉義縣溪口鄉,死亡1;受傷0,普通輕型-機車
104年05月05日 08時59分00秒,新竹市香山區內湖路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
104年05月06日 16時29分00秒,新北市萬里區臺2線道路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
104年05月06日 21時20分00秒,新北市三重區疏洪五路2段前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
104年05月07日 00時05分00秒,南投縣埔里鎮中山路一段0222-1號前0.0公尺,死亡1;受傷0,普通輕型-機車
104年05月07日 17時46分00秒,臺中市北屯區大坑里東山路二段65巷前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月08日 06時56分00秒,宜蘭縣頭城鎮國道5號 27公里北向內側,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-小客車
104年05月08日 10時15分00秒,臺南市南化區臺20 49公里600.0公尺處西向中外,死亡1;受傷2,營業用-曳引車;營業用-曳引車;乘客-人
104年05月08日 14時48分00秒,桃園市楊梅區高榮里高榮路 / 桃園市楊梅區高榮里高榮路,死亡1;受傷0,普通重型-機車;營業用-大貨車
104年05月08日 19時50分00秒,高雄市左營區翠華路 / 高雄市左營區大中二路口,死亡1;受傷0,普通重型-機車
104年05月08日 21時42分00秒,臺中市東勢區新盛里東關路577號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
104年05月08日 22時30分00秒,高雄市路竹區大智路前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人
104年05月08日 23時35分00秒,臺中市大甲區國道3號 163公里600.0公尺處南向中線,死亡1;受傷0,自用-小客車;乘客-人
104年05月09日 02時50分00秒,桃園市桃園區中信里國際路二段 / 桃園市桃園區中信里文中路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年05月09日 06時25分00秒,基隆市七堵區新台五路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
104年05月09日 08時20分00秒,嘉義市東區忠孝路 / 嘉義市東區林森西路,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月09日 10時40分00秒,嘉義縣中埔鄉台3線道中崙1號橋,死亡1;受傷0,大型重型1(550C.C.以上)-機車;自用-小貨車(含客、貨兩用)
104年05月09日 11時08分00秒,屏東縣屏東市永安里復興路300號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-大貨車
104年05月09日 11時20分00秒,臺北市中正區愛國東路 / 臺北市中正區林森南路,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月09日 14時18分00秒,臺中市太平區中興里東平橋路前0.0公尺,死亡1;受傷6,自用-小客車;自用-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人;乘客-人
104年05月09日 19時21分00秒,新竹市香山區中華路五段327號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年05月10日 02時38分00秒,屏東縣崁頂鄉園寮村田寮路1-68號前0.0公尺,死亡1;受傷0,普通重型-機車
104年05月10日 05時10分00秒,高雄市大寮區鳳屏二路 / 高雄市大寮區江山路口,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月10日 05時19分00秒,宜蘭縣壯圍鄉紅葉路64-12號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年05月10日 06時00分00秒,高雄市旗山區樹人路前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
104年05月10日 10時33分00秒,桃園市龍潭區高平里中豐路高平段401巷前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月10日 13時55分00秒,臺南市佳里區南36線4.1公里,死亡1;受傷0,自用-小貨車(含客、貨兩用)
104年05月10日 15時05分00秒,屏東縣恆春鎮萬里路段北向車道墾四之一號道路7.5K處,死亡1;受傷0,普通重型-機車;遊覽車-大客車
104年05月11日 11時19分00秒,雲林縣斗六市中華路 / 雲林縣斗六市永康街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年05月11日 15時05分00秒,新竹市北區經國路二段406號前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車
104年05月11日 21時40分00秒,雲林縣斗南鎮158甲 22公里600.0公尺處東向內側,死亡1;受傷0,普通輕型-機車
104年05月12日 06時50分00秒,彰化縣二水鄉民生路 / 彰化縣二水鄉文昌路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年05月12日 11時38分00秒,雲林縣斗六市明德路 / 雲林縣斗六市南揚街,死亡1;受傷0,電動輔助自行車-慢車;自用-小貨車(含客、貨兩用);自用-小客車
104年05月12日 12時47分00秒,臺北市大安區,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人
104年05月12日 17時30分00秒,臺東縣東河鄉泰源村七塊厝產業道路前0.0公尺,死亡1;受傷0,自用-小客車
104年05月12日 18時24分00秒,雲林縣二崙鄉台19省道43.5公里處,死亡1;受傷0,自用-小客車;普通輕型-機車
104年05月13日 00時40分00秒,高雄市茄萣區濱海路1段前0.0公尺,死亡1;受傷0,普通重型-機車
104年05月13日 09時00分00秒,臺中市大肚區頂街里萬興路前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
104年05月13日 11時11分00秒,臺北市松山區,死亡1;受傷0,營業用-曳引車;普通重型-機車
104年05月13日 12時55分00秒,臺南市新營區國道1號 284公里400.0公尺處北向外側,死亡1;受傷1,營業用-全聯結車;自用-小客車
104年05月14日 02時32分00秒,彰化縣永靖鄉中山路3段前0.0公尺,死亡1;受傷0,普通重型-機車
104年05月14日 03時00分00秒,基隆市信義區東明路225號前0.0公尺,死亡1;受傷2,普通重型-機車;行人-人;乘客-人
104年05月14日 12時30分00秒,新竹縣芎林鄉9鄰產業道路,死亡1;受傷0,普通重型-機車
104年05月15日 12時50分00秒,花蓮縣富里鄉台9 298公里500.0公尺處北向中外,死亡1;受傷0,民營客運-大客車;普通重型-機車
104年05月15日 17時10分00秒,臺南市安南區科技二路 / 臺南市安南區工業六路,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月15日 23時15分00秒,雲林縣虎尾鎮青埔8-1號前,死亡1;受傷0,普通重型-機車
104年05月16日 01時16分00秒,臺南市白河區國道3號 306公里700.0公尺處南向內側,死亡1;受傷0,自用-小客車
104年05月16日 03時09分00秒,桃園市蘆竹區國道1號 48公里500.0公尺處北向中外,死亡1;受傷0,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;營業用-大貨車
104年05月16日 03時52分00秒,彰化縣田中鎮斗中路2段前0.0公尺,死亡1;受傷0,普通輕型-機車
104年05月16日 07時20分00秒,新北市三峽區溪東路352號前0.0公尺,死亡1;受傷2,普通重型-機車;行人-人;普通重型-機車
104年05月16日 12時05分00秒,臺中市大里區夏田里夏田路 / 臺中市大里區夏田里頂厝路,死亡1;受傷0,普通重型-機車;自用-小客車
104年05月16日 13時45分00秒,嘉義縣朴子市新寮里文化南路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年05月16日 20時05分00秒,彰化縣二林鎮斗苑路4段前0.0公尺,死亡1;受傷1,自用-小客車;腳踏自行車-慢車
104年05月17日 11時40分00秒,高雄市左營區實踐路前0.0公尺,死亡1;受傷0,普通重型-機車;計程車-小客車
104年05月17日 11時50分00秒,屏東縣車城鄉溫泉路前0.0公尺,死亡1;受傷0,普通重型-機車
104年05月17日 15時55分00秒,彰化縣福興鄉彰鹿路 / 彰化縣福興鄉東昇路,死亡1;受傷0,普通重型-機車
104年05月17日 17時45分00秒,花蓮縣吉安鄉中央路三段 / 花蓮縣吉安鄉中原路,死亡1;受傷0,普通輕型-機車;自用-小客車
104年05月17日 21時54分00秒,臺南市麻豆區臺19甲 15公里400.0公尺處北向外側快,死亡1;受傷3,拼裝車-其他車;行人-人;行人-人;行人-人;自用-小客車;自用-小客車
104年05月17日 22時00分00秒,臺北市萬華區 / 臺北市萬華區內江街上方,死亡1;受傷0,大型重型2(250-550C.C.)-機車
104年05月17日 22時26分00秒,屏東縣高樹鄉三民路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用)
104年05月18日 03時39分00秒,嘉義縣水上鄉回歸村中山路三段332號前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
104年05月18日 13時08分00秒,雲林縣崙背鄉南陽村中山路547號前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通輕型-機車;營業用-大貨車
104年05月18日 13時21分00秒,澎湖縣馬公市東文里新店路 / 澎湖縣馬公市東文里文山路,死亡2;受傷0,普通重型-機車;自用-大貨車;乘客-人
104年05月18日 18時16分00秒,新竹市東區慈雲路272號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小客車;普通重型-機車
104年05月18日 19時18分00秒,臺中市西屯區協和里安和路33-8號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車;自用-小貨車(含客、貨兩用)
104年05月19日 01時52分00秒,雲林縣虎尾鎮興中里清雲路141號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年05月19日 06時00分00秒,高雄市岡山區岡山路 / 高雄市岡山區河華路口,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
104年05月19日 16時29分00秒,嘉義縣義竹鄉163 28公里122.0公尺處西向外側,死亡1;受傷0,普通重型-機車
104年05月19日 16時40分00秒,新北市新莊區新泰路前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
104年05月20日 00時41分00秒,金門縣金湖鎮伯玉路三段 / 金門縣金湖鎮瓊義路,死亡1;受傷0,自用-小貨車(含客、貨兩用)
104年05月20日 04時35分00秒,臺南市仁德區國道1號 334公里620.0公尺處南向外側,死亡1;受傷3,民營客運-大客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
104年05月20日 18時03分00秒,新北市鶯歌區中正一路432號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年05月21日 04時20分00秒,臺南市南區中華西路一段67-1號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用)
104年05月21日 11時41分00秒,彰化縣溪州鄉三西路 / 彰化縣溪州鄉三西路,死亡1;受傷0,普通重型-機車;自用-大貨車
104年05月21日 16時00分00秒,桃園市大園區國道2號 1公里西向大園環道,死亡1;受傷0,營業用-半聯結車
104年05月21日 16時19分00秒,苗栗縣苗栗市上苗里為公路8號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年05月21日 17時00分00秒,高雄市楠梓區楠梓新路 / 高雄市楠梓區楠梓西巷口,死亡1;受傷0,民營公車-大客車;腳踏自行車-慢車
104年05月22日 05時45分00秒,高雄市杉林區旗甲公路 / 高雄市杉林區山仙路152巷口,死亡1;受傷4,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
104年05月22日 10時33分00秒,苗栗縣西湖鄉國道3號 137公里400.0公尺處南向中線,死亡1;受傷5,租賃車-小客車;營業用-大貨車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
104年05月22日 18時53分00秒,花蓮縣富里鄉台9 318公里950.0公尺處南向內側,死亡1;受傷1,普通重型-機車;自用-小客車
104年05月23日 02時43分00秒,新北市泰山區泰林路2段前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車
104年05月23日 07時13分00秒,臺東縣台東市南王里志航路一段 / 臺東縣台東市南王里興安路一段,死亡1;受傷1,普通重型-機車;乘客-人
104年05月23日 09時30分00秒,新北市板橋區中山路2段前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人
104年05月24日 03時40分00秒,桃園市平鎮區鎮興里中興路平鎮段481號前0.0公尺,死亡1;受傷2,自用-小客車;乘客-人;乘客-人
