發生時間,發生地點,死亡受傷人數,車種,經度,緯度
108年02月28日 13時05分00秒,桃園市平鎮區福龍路1段口 / 桃園市平鎮區福龍路1段口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.229465,24.899587
108年03月01日 15時25分00秒,臺北市文山區老泉街45巷前0.0公尺,死亡1;受傷0,自用-小客車;自用-小客車;行人-人,121.576342,24.970335
108年03月02日 11時22分30秒,雲林縣虎尾鎮延平里158甲公路肉品市場前,死亡2;受傷2,自用-小客車;乘客-人;乘客-人;乘客-人,120.414351,23.682607
108年03月02日 18時50分00秒,屏東縣新埤鄉新華路與文化街,死亡1;受傷0,自用-小客車;行人-人,120.551175,22.469590
108年03月02日 20時30分00秒,屏東縣九如鄉東寧路209巷39號前,死亡1;受傷0,普通重型-機車;自用-小客車;乘客-人;乘客-人,120.489949,22.731355
108年03月02日 22時03分00秒,宜蘭縣冬山鄉大進路159號前0.0公尺,死亡1;受傷0,自用-小客車,121.717685,24.639353
108年03月03日 01時40分00秒,雲林縣斗南鎮大同路與世居巷口附近,死亡2;受傷0,自用-小客車;普通重型-機車;乘客-人,120.464045,23.694159
108年03月03日 02時11分07秒,宜蘭縣宜蘭市中山路1段口 / 宜蘭縣宜蘭市公園路南側,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人;自用-小客車,121.759208,24.739932
108年03月03日 08時22分00秒,高雄市岡山區山隙路 / 高雄市岡山區山隙路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.336878,22.827750
108年03月03日 14時54分37秒,嘉義縣太保市北新里產業道路-燈桿編號:013377號,死亡1;受傷0,普通重型-機車,120.383084,23.502294
108年03月03日 15時20分45秒,臺南市左鎮區榮和里省道臺20線菜寮2號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車,120.382274,23.065046
108年03月04日 04時18分00秒,新竹縣湖口鄉長嶺路863巷前0.0公尺附近,死亡1;受傷1,行人-人;普通重型-機車,121.088251,24.893668
108年03月04日 06時40分00秒,高雄市鳥松區本館路 / 高雄市鳥松區清華街,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.344475,22.647754
108年03月04日 16時00分53秒,雲林縣林內鄉新光路1號前0.0公尺,死亡1;受傷0,自用-小客車,120.644972,23.767534
108年03月04日 16時20分00秒,臺中市大肚區頂街里沙田路三段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.543083,24.163028
108年03月05日 13時02分00秒,高雄市小港區沿海三路 / 高雄市小港區沿海三路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.371535,22.532080
108年03月05日 13時21分00秒,屏東縣新埤鄉民眾路,死亡1;受傷0,普通重型-機車;動力機械-其他車,120.584174,22.468408
108年03月05日 15時12分00秒,臺東縣臺東市中華路1段875號,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.142926,22.746667
108年03月05日 18時20分00秒,桃園市龍潭區中原路2段312號前0.0公尺,死亡1;受傷0,普通重型-機車;其他特種車-特種車,121.195171,24.839251
108年03月05日 20時48分00秒,嘉義縣番路鄉觸口村台18線32.1公里附近,死亡1;受傷0,自用-小客車,120.588605,23.444627
108年03月06日 05時03分17秒,臺南市關廟區南雄路1段1010號前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.328961,22.956145
108年03月06日 09時05分00秒,臺南市北區東豐路口 / 臺南市北區東豐路,死亡1;受傷0,消防車-特種車;普通重型-機車,120.220721,23.002982
108年03月06日 10時36分00秒,高雄市三民區建國三路 / 高雄市三民區中庸街,死亡1;受傷1,電動自行車-慢車;普通重型-機車,120.289327,22.635676
108年03月06日 12時18分00秒,桃園市新屋區中山西路1段口 / 桃園市新屋區中山西路1段口,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);自用-大貨車,121.093516,24.974466
108年03月06日 12時45分00秒,屏東縣崁頂鄉社尾路17-52號,死亡1;受傷0,普通重型-機車,120.522530,22.504296
108年03月06日 19時00分00秒,臺東縣臺東市知本路3段337號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.048247,22.707315
108年03月06日 21時04分00秒,高雄市大樹區九大路 / 高雄市大樹區九曲路,死亡1;受傷0,遊覽車-大客車;行人-人,120.424800,22.652360
108年03月07日 03時43分00秒,苗栗縣通霄鎮國道3號 144公里400.0公尺處北側向內側,死亡1;受傷2,租賃車-小客車;乘客-人;乘客-人,120.706342,24.499707
108年03月07日 10時48分00秒,桃園市中壢區後興路1段270號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小客車,121.243592,24.941058
108年03月07日 18時45分00秒,新北市泰山區大科一路219號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.432627,25.061234
108年03月07日 18時54分00秒,新竹市香山區景觀大道第332042號燈桿,死亡1;受傷0,自用-小客車;普通重型-機車,120.958259,24.759177
108年03月08日 05時47分00秒,宜蘭縣頭城鎮頭城大橋南端,死亡1;受傷1,自用-小客車;營業用-曳引車;乘客-人,121.816121,24.850102
108年03月08日 07時05分00秒,彰化縣埔鹽鄉埔鹽村彰水路2段149弄前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.471063,24.000326
108年03月08日 10時05分00秒,宜蘭縣五結鄉三結一路口 / 宜蘭縣五結鄉三興路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.780696,24.697150
108年03月08日 17時40分00秒,屏東縣竹田鄉台一線與自強路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.545116,22.585409
108年03月08日 22時32分00秒,嘉義市西區磚󿾨里友忠路 / 嘉義市西區磚󿾨里大統路,死亡1;受傷1,自用-小客車;普通重型-機車,120.427364,23.469840
108年03月09日 16時45分50秒,彰化縣和美鎮國道3號 192公里200.0公尺處南側向中線,死亡1;受傷21,自用-小客車;遊覽車-大客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.528462,24.126723
108年03月09日 18時28分18秒,屏東縣內埔鄉隘寮村清涼路1段276號前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人,120.628017,22.694514
108年03月10日 05時59分00秒,新北市三重區中正北路430號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.474420,25.071123
108年03月10日 10時53分00秒,高雄市鳥松區圓山路2-8號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.346444,22.654692
108年03月10日 21時13分21秒,臺南市下營區台19甲線 12公里400.0公尺處南側向路肩,死亡1;受傷0,普通重型-機車,120.271254,23.210114
108年03月10日 23時58分09秒,新竹市東區光復路一段329-1號,死亡1;受傷0,自用-小客車;普通重型-機車,121.018624,24.782350
108年03月11日 07時19分00秒,雲林縣土庫鎮埤腳里雲101公路崙內83電桿,死亡1;受傷0,普通重型-機車,120.351325,23.676340
108年03月11日 08時40分26秒,嘉義縣鹿草鄉碧潭村頂潭167之2號前,死亡1;受傷0,自用-小客車,120.302513,23.386484
108年03月11日 14時00分00秒,南投縣仁愛鄉投89線13公里往翠華村部落便道下方400公尺處,死亡1;受傷1,自用-小客車;乘客-人,121.207868,24.182584
108年03月11日 16時52分00秒,屏東縣內埔鄉建興村大新路口 / 屏東縣內埔鄉建興村建興路口,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,120.576342,22.661692
108年03月11日 19時23分00秒,屏東縣南州鄉七塊路4號前0.0公尺,死亡1;受傷0,普通重型-機車,120.503473,22.478369
108年03月12日 05時37分34秒,宜蘭縣羅東鎮純精路2段口 / 宜蘭縣羅東鎮培英路口,死亡1;受傷0,腳踏自行車-慢車;租賃車-小客車,121.763548,24.677108
108年03月12日 17時01分00秒,桃園市大溪區埔頂路2段474巷前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.281456,24.918836
108年03月12日 17時03分00秒,嘉義縣東石鄉頂楫村村里道路(頂楫28 分3分9南2西2電桿),死亡1;受傷2,自用-小客車;乘客-人;乘客-人;乘客-人,120.206283,23.492002
108年03月12日 19時12分00秒,臺北市中正區忠孝西路1段 / 臺北市中正區重慶北路1段,死亡1;受傷0,民營公車-大客車;行人-人,121.513243,25.047403
108年03月12日 22時27分00秒,彰化縣員林市大明里員集路2段28號前0.0公尺前,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車;乘客-人,120.576020,23.936112
108年03月12日 23時40分00秒,屏東縣長治鄉繁華路與忠孝路口,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人,120.591495,22.691523
108年03月13日 20時40分00秒,高雄市苓雅區三多二路 / 高雄市苓雅區凱旋二路,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人;乘客-人,120.326846,22.621380
108年03月13日 23時10分00秒,新北市三芝區北101線道前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.503844,25.257621
108年03月14日 04時17分00秒,雲林縣西螺鎮中興里福來路與中山路,死亡1;受傷5,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.450231,23.798745
108年03月14日 06時30分00秒,高雄市旗山區台29省道77公里處號前0.0公尺,死亡1;受傷0,普通重型-機車,120.455680,22.789023
108年03月14日 07時36分00秒,新北市五股區疏洪一路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;自用-小貨車(含客、貨兩用),121.458371,25.075385
108年03月14日 09時53分00秒,桃園市新屋區三民路東側 / 桃園市新屋區中興路東側,死亡1;受傷0,營業用-半聯結車;普通重型-機車,121.100678,24.969576
108年03月14日 14時57分02秒,嘉義縣六腳鄉六南村台19線80.3公里處十字橋便道。,死亡1;受傷1,普通重型-機車;普通重型-機車,120.250541,23.496010
108年03月14日 22時34分00秒,高雄市大樹區姑山路2-4號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.439820,22.709063
108年03月15日 01時30分44秒,屏東縣新埤鄉玉環新村玉環路段(餉潭大橋北端),死亡1;受傷0,普通重型-機車,120.590332,22.495537
108年03月15日 11時20分00秒,臺中市潭子區東寶里雅潭路三段7-5號前0.0公尺,死亡1;受傷0,電動自行車-慢車,120.681680,24.215865
108年03月15日 16時10分00秒,新北市新店區祥和路129636燈桿號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.515125,24.968392
108年03月16日 01時09分00秒,新北市永和區福和橋往永和道路前0.0公尺,死亡1;受傷2,行人-人;普通重型-機車;乘客-人,121.513888,25.007958
108年03月16日 03時09分01秒,雲林縣口湖鄉台17線 102公里600.0公尺處北側向外側,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.156821,23.567617
108年03月16日 06時56分00秒,桃園市蘆竹區大竹路口 / 桃園市蘆竹區南竹路5段口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,121.257952,25.024994
108年03月16日 09時30分00秒,高雄市美濃區中正路2段370號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.534100,22.882130
108年03月16日 13時07分00秒,臺南市七股區南36 5公里520.0公尺處口,死亡1;受傷0,自用-小客車;普通重型-機車,120.168528,23.117253
108年03月16日 15時41分00秒,苗栗縣頭份市尖豐路631號前,死亡1;受傷0,動力機械-其他車;普通重型-機車;自用-小貨車(含客、貨兩用),120.883736,24.645472
108年03月16日 16時00分00秒,臺南市下營區西連里西連1號之21前路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.256600,23.208821
108年03月16日 18時30分07秒,南投縣鹿谷鄉鹿谷村中正路2段220號前,死亡1;受傷1,大型重型1(550C.C.以上)-機車;行人-人,120.749767,23.750194
108年03月16日 18時55分00秒,彰化縣福興鄉番社村柳橋路6段前6.5公尺北側,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車,120.433890,24.057203
108年03月16日 19時48分00秒,高雄市新興區民生一路93號前0.0公尺左,死亡1;受傷0,自用-小客車;行人-人,120.311700,22.627730
108年03月16日 19時50分02秒,嘉義縣東石鄉東崙村59之30號旁產業道路往北100公尺處,死亡1;受傷0,普通重型-機車;拖車(架)-其他車,120.184597,23.436298
108年03月16日 22時13分27秒,臺南市歸仁區大廟里南丁路712號,死亡1;受傷0,普通重型-機車,120.278055,22.991368
108年03月17日 11時35分16秒,雲林縣莿桐鄉和平路北側 / 雲林縣莿桐鄉產業道路,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.502507,23.761008
108年03月17日 14時33分00秒,花蓮縣吉安鄉吉安路6段前0.0公尺,死亡1;受傷0,自用-小客車;乘客-人,121.524376,23.948522
108年03月17日 14時54分00秒,高雄市前金區文武一街 / 高雄市前金區榮安街,死亡1;受傷0,自用-小客車;普通輕型-機車,120.294258,22.631229
108年03月17日 15時25分00秒,臺南市善化區胡厝里區道南128-1線百二甲2之8號前0.0公尺,死亡1;受傷0,普通重型-機車,120.273582,23.140789
108年03月17日 21時45分00秒,臺北市內湖區港墘路 / 臺北市內湖區瑞光路,死亡1;受傷0,租賃車-小客車;普通重型-機車,121.574936,25.076393
108年03月17日 22時50分11秒,桃園市大園區西濱路與中央北路口,死亡1;受傷0,自用-小客車;行人-人,121.216081,25.105224
108年03月18日 03時13分00秒,臺中市南屯區國道1號 182公里100.0公尺處南側向交流道,死亡1;受傷1,自用-小客車;乘客-人,120.617829,24.138835
108年03月18日 10時28分00秒,高雄市旗山區中華路 / 高雄市旗山區中華路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.500000,22.886540
108年03月18日 14時37分00秒,臺中市北屯區平德里文心路四段前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),120.683400,24.172300
108年03月19日 02時40分42秒,宜蘭縣頭城鎮北宜路一段路燈桿04846號前,死亡1;受傷0,普通重型-機車,121.796476,24.854119
108年03月19日 11時00分00秒,屏東縣枋山鄉台1線 446公里300.0公尺處南側向內側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.652987,22.261013
108年03月19日 17時39分00秒,臺中市外埔區大東里甲后路五段308號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車,120.634948,24.344320
108年03月19日 18時03分08秒,花蓮縣玉里鎮台30線 12公里300.0公尺處附近,死亡1;受傷0,普通重型-機車,121.306491,23.311535
108年03月19日 22時00分00秒,彰化縣秀水鄉安東村彰水路1段 / 彰化縣秀水鄉安東村彰水路1段,死亡1;受傷0,自用-小客車;普通重型-機車,120.507022,24.044298
108年03月20日 10時05分00秒,臺北市北投區承德路7段 / 臺北市北投區承德路7段,死亡1;受傷0,營業用-大貨車;普通重型-機車,121.501544,25.119577
108年03月20日 12時08分00秒,高雄市大樹區竹寮路114-16號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.426061,22.660722
108年03月21日 06時21分00秒,屏東縣屏東市復興路口 / 屏東縣屏東市復興路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.487925,22.663176
108年03月21日 07時42分00秒,臺中市東勢區北興里豐勢路596號前0.0公尺,死亡1;受傷0,自用-小客車;電動自行車-慢車,120.826403,24.260268
108年03月21日 09時26分00秒,嘉義市西區紅瓦里重慶一街432號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);電動自行車-慢車,120.429400,23.461220
108年03月21日 10時30分00秒,高雄市前鎮區同安路 / 高雄市前鎮區衙仁街,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車,120.319363,22.584551
108年03月21日 10時58分00秒,高雄市三民區國道1號 364公里400.0公尺處南側向中內,死亡1;受傷1,營業用-半聯結車;自用-大貨車;自用-小客車;營業用-半聯結車;營業用-半聯結車,120.333205,22.656458
108年03月21日 14時33分00秒,臺中市潭子區栗林里中山路三段287巷9弄96號前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,120.702845,24.226732
108年03月21日 16時09分18秒,屏東縣屏東市勝利東路87號前0.0公尺南側,死亡1;受傷0,自用大客車-大客車;普通輕型-機車;自用-小貨車(含客、貨兩用),120.495835,22.677808
108年03月21日 16時51分00秒,南投縣仁愛鄉台14線 82公里100.0公尺處,死亡1;受傷0,普通重型-機車,121.088298,24.004426
108年03月21日 23時30分00秒,彰化縣溪湖鎮東溪里員鹿路1段477號前0.0公尺前,死亡1;受傷1,腳踏自行車-慢車;自用-小客車;乘客-人,120.460195,24.007522
108年03月22日 05時57分00秒,高雄市鳳山區保成一路 / 高雄市鳳山區南華一路,死亡1;受傷0,動力機械-其他車;普通重型-機車,120.352723,22.591052
108年03月22日 13時50分21秒,臺南市麻豆區南勢里市道176線口 / 臺南市麻豆區南勢里區道南61線口,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.261984,23.191850
108年03月22日 14時01分00秒,桃園市平鎮區平東路二段5號之3,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人,121.230669,24.912039
108年03月22日 15時30分58秒,雲林縣莿桐鄉大美路與河堤北路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.516043,23.735879
108年03月22日 18時40分00秒,南投縣草屯鎮國道6號 10公里300.0公尺處東側向外側,死亡2;受傷0,自用-小客車;自用-大貨車;其他人-人;其他人-人,120.728139,24.005675
108年03月22日 20時40分37秒,桃園市大溪區信義路285號前0.0公尺附近,死亡1;受傷0,自用-小客車,121.297227,24.888241
108年03月23日 22時59分00秒,彰化縣溪州鄉西畔村西斗路620號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.534320,23.844380
108年03月24日 03時50分20秒,高雄市仁武區國道1號 360公里878.0公尺處南側向中外,死亡1;受傷4,自用-小客車;自用-小貨車(含客、貨兩用);營業用-大貨車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);計程車-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人,120.328927,22.706269
108年03月24日 06時57分00秒,新北市新莊區臺65線道路前0.0公尺,死亡1;受傷0,自用-小客車,121.431108,25.014673
108年03月24日 07時10分00秒,新竹縣湖口鄉台1線 58公里800.0公尺處北側,死亡1;受傷0,普通重型-機車,121.043824,24.877910
108年03月24日 16時17分00秒,臺中市南屯區鎮平里環中路四段前0.0公尺,死亡1;受傷0,普通重型-機車,120.624252,24.134138
108年03月24日 16時54分00秒,臺中市大里區瑞城里中興路一段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.697060,24.084376
108年03月25日 15時27分00秒,宜蘭縣宜蘭市康樂路附近 / 宜蘭縣宜蘭市舊城東路附近,死亡1;受傷0,自用-小客車;行人-人,121.755780,24.755799
108年03月25日 16時48分00秒,嘉義縣東石鄉掌潭村台61線平面側車道268.2公里處,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.163194,23.415933
108年03月25日 19時52分00秒,高雄市大樹區竹寮路竹寮0011燈號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.426989,22.662309
108年03月26日 06時46分00秒,臺北市信義區基隆路2段 / 臺北市信義區嘉興街,死亡1;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車;普通重型-機車,121.555994,25.027301
108年03月26日 15時31分00秒,高雄市湖內區中山路1段603之2號前0.0公尺,死亡1;受傷0,普通重型-機車,120.239193,22.895506
108年03月27日 03時54分00秒,新北市板橋區臺65線道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.437265,24.978282
108年03月27日 06時23分00秒,新北市三重區環河北路 / 新北市三重區龍門路,死亡1;受傷0,普通重型-機車;自用-小客車,121.490823,25.090759
108年03月27日 13時10分00秒,臺中市大甲區頂店里經國路1692號前0.0公尺,死亡1;受傷0,普通重型-機車,120.643531,24.368922
108年03月27日 14時02分00秒,高雄市大寮區鳳屏一路112號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.384903,22.631097
108年03月27日 14時30分32秒,宜蘭縣礁溪鄉大忠路前0.0公尺,死亡1;受傷4,自用-小客車;自用-大貨車;乘客-人;乘客-人;乘客-人,121.760551,24.822869
108年03月27日 18時45分00秒,臺中市沙鹿區竹林里三民路73號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.570073,24.240270
108年03月27日 19時20分00秒,高雄市苓雅區成功一路78號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;其他車-其他車;普通重型-機車;普通重型-機車,120.297928,22.613531
108年03月28日 08時49分03秒,新竹縣竹東鎮中興路4段645號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用),121.038000,24.776927
108年03月28日 11時34分00秒,臺東縣臺東市中興路路6段466號前0.0公尺南側,死亡1;受傷1,自用-小客車;腳踏自行車-慢車,121.064479,22.767826
108年03月28日 12時20分00秒,臺南市安南區海尾路192號東側,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;行人-人,120.187069,23.038020
108年03月28日 13時40分30秒,苗栗縣造橋鄉國道1號 119公里北側向外側,死亡1;受傷1,營業用-大貨車;租賃車-小客車;自用-小客車;自用-小客車,120.861379,24.624807
108年03月29日 02時50分00秒,臺中市霧峰區南柳里台74線快速公路前0.0公尺,死亡1;受傷1,自用-小客車;營業用-大貨車;乘客-人,120.688286,24.059133
108年03月29日 07時20分00秒,高雄市湖內區里民族街311巷湖內342燈桿號前0.0公尺,死亡2;受傷0,普通重型-機車;營業用-曳引車;乘客-人,120.235441,22.880059
108年03月29日 14時50分03秒,苗栗縣苗栗市文聖里宜春路245號,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.819479,24.591236
108年03月29日 15時05分45秒,臺南市西港區縣173線 11公里西側,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.185927,23.114850
108年03月29日 16時55分19秒,桃園市中壢區山東里月眉路1段口 / 桃園市中壢區山佳二路口,死亡1;受傷2,普通重型-機車;自用-小客車;自用-小客車;乘客-人,121.181153,24.999811
108年03月29日 19時25分45秒,南投縣草屯鎮新豐里新豐路與墩煌路口,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.676344,24.005284
108年03月29日 19時30分00秒,桃園市八德區建國路附近 / 桃園市八德區建興街附近,死亡1;受傷4,自用-小客車;行人-人;行人-人;行人-人;行人-人;行人-人;自用-小客車;乘客-人,121.287312,24.934434
108年03月29日 22時37分45秒,桃園市中壢區合定路與定康路口附近,死亡1;受傷0,普通重型-機車;自用-大貨車,121.242140,24.987914
108年03月30日 00時10分32秒,苗栗縣銅鑼鄉台13線 42公里東側,死亡1;受傷0,普通重型-機車,120.780976,24.461724
108年03月30日 00時59分00秒,彰化縣線西鄉寓埔村中央路2段 / 彰化縣線西鄉寓埔村和線路,死亡1;受傷0,自用-小客車;普通重型-機車,120.470862,24.130997
108年03月30日 18時35分00秒,臺東縣大武鄉台9線 438公里南側向內側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.893164,22.339741
108年03月30日 19時47分00秒,臺中市豐原區鎌村里鎌村路107巷160弄49號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.730008,24.232896
108年03月31日 03時00分00秒,臺中市西區忠明里忠明南路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.659166,24.156461
108年03月31日 05時10分00秒,彰化縣彰化市下廍里永安街250號前0.0公尺前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.543975,24.089004
108年03月31日 10時53分00秒,新北市泰山區新北大道5段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.417046,25.055666
108年03月31日 14時50分39秒,桃園市蘆竹區大華街212號,死亡1;受傷1,普通重型-機車;乘客-人,121.258233,25.042879
108年03月31日 18時14分00秒,臺南市新化區南170 1.8公里,死亡1;受傷0,大型重型1(550C.C.以上)-機車;自用-小貨車(含客、貨兩用),120.299890,23.022685
108年03月31日 21時23分00秒,高雄市苓雅區凱旋三路 / 高雄市苓雅區英祥街,死亡1;受傷0,自用-小客車;普通重型-機車,120.326558,22.617219
108年04月01日 05時18分00秒,桃園市桃園區中正路與南平路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.297751,25.017911
108年04月01日 10時31分00秒,桃園市平鎮區福龍路一段金泉幹27號電桿附近,死亡1;受傷0,普通重型-機車,121.226525,24.896404
108年04月01日 10時39分00秒,臺北市中山區民權東路3段75巷2弄前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.543627,25.062918
108年04月01日 18時55分40秒,苗栗縣後龍鎮東明里頂浮尾38之29號前,死亡1;受傷1,普通重型-機車;行人-人,120.813713,24.632806
108年04月01日 19時10分00秒,臺南市新化區山脚里省道臺19甲線口 / 臺南市新化區無名道路口,死亡1;受傷2,自用-小客車;農耕用車(或機械)-其他車;乘客-人,120.309322,23.013680
108年04月01日 19時35分10秒,屏東縣滿州鄉新庄路150-1號前,死亡1;受傷0,普通重型-機車;自用-小客車,120.834454,22.011364
108年04月02日 04時45分00秒,彰化縣埔鹽鄉南港村柳橋路4段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.500544,23.994274
108年04月02日 10時22分44秒,花蓮縣吉安鄉南濱路1段口 / 花蓮縣吉安鄉海岸路,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,121.591667,23.927090
108年04月02日 20時35分38秒,苗栗縣通霄鎮國道3號 143公里250.0公尺處南側向外側,死亡2;受傷0,自用-小客車;營業用-大貨車;營業用-大貨車;乘客-人,120.703651,24.489706
108年04月03日 03時26分00秒,臺南市白河區縣165線 10公里500.0公尺處北側向路肩,死亡1;受傷0,自用-小客車,120.427218,23.368250
108年04月03日 06時18分00秒,高雄市彌陀區中正南路 / 高雄市彌陀區四維路,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.258515,22.769816
108年04月03日 19時37分00秒,彰化縣二林鎮後厝里斗苑路4段 / 彰化縣二林鎮後厝里太平路1段,死亡1;受傷1,大型重型2(250-550C.C.)-機車;行人-人;自用-小客車,120.378436,23.899396
108年04月03日 20時01分00秒,彰化縣二林鎮北平里仁愛路350號前0.0公尺前,死亡1;受傷1,行人-人;普通重型-機車,120.372059,23.903619
108年04月03日 20時39分00秒,桃園市觀音區大觀路三段,死亡1;受傷0,普通重型-機車,121.125120,25.036985
108年04月04日 16時25分00秒,臺中市清水區下湳里福圳街一段前0.0公尺,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.593878,24.289070
108年04月05日 05時01分30秒,新竹市北區育英路與中山路431巷,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;其他人-人;其他人-人;其他人-人,120.958128,24.799386
108年04月05日 07時34分00秒,彰化縣大城鄉東城村東平路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.326695,23.860868
108年04月05日 14時17分00秒,嘉義縣朴子市溪口里縣道157線與鄉道嘉46線(口),死亡1;受傷1,腳踏自行車-慢車;自用-小客車,120.278781,23.481178
108年04月05日 15時45分00秒,彰化縣芳苑鄉漢寶村大同路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.362743,24.004280
108年04月05日 16時23分49秒,苗栗縣獅潭鄉台3線 121公里500.0公尺處北側向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.917410,24.531040
108年04月05日 19時20分00秒,高雄市內門區台3省道392公里號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.483197,22.892938
