發生時間,發生地點,死亡受傷人數,車種,經度,緯度
108年01月26日 16時25分12秒,嘉義縣溪口鄉本厝村本廳37號前,死亡1;受傷0,普通重型-機車;自用-小客車,120.389340,23.578046
108年01月26日 19時46分00秒,臺北市萬華區環河快速道路前0.0公尺,死亡1;受傷3,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人;乘客-人,121.493657,25.017806
108年01月27日 02時52分00秒,嘉義縣溪口鄉國道1號 252公里830.0公尺處北側向外側,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;營業用-半聯結車;乘客-人,120.433908,23.595405
108年01月27日 08時53分00秒,雲林縣莿桐鄉饒平村產業道路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.517406,23.772166
108年01月27日 11時07分00秒,新北市板橋區華江三路 / 新北市板橋區華江五路,死亡1;受傷0,營業用-半聯結車;普通重型-機車,121.468175,25.023180
108年01月27日 18時19分00秒,彰化縣芳苑鄉漢寶村大同路393弄28號前0.0公尺,死亡1;受傷0,普通重型-機車,120.361365,24.003510
108年01月28日 05時26分28秒,臺南市南區中華西路1段23號前0.0公尺北側,死亡1;受傷1,普通重型-機車;乘客-人,120.183697,22.965656
108年01月28日 08時02分00秒,花蓮縣壽豐鄉志學村中山路3段口 / 花蓮縣壽豐鄉志學村中山路3段口,死亡1;受傷0,普通重型-機車;自用-小客車,121.530514,23.908852
108年01月28日 10時00分00秒,臺東縣臺東市大和路91巷前0.0公尺,死亡1;受傷0,普通重型-機車,121.057996,22.704343
108年01月28日 22時05分00秒,花蓮縣玉里鎮縣193線 103公里800.0公尺處南側,死亡1;受傷0,自用-小客車,121.352491,23.381853
108年01月29日 05時36分00秒,桃園市大溪區復興路2段口 / 桃園市大溪區環湖路口,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,121.288522,24.819576
108年01月29日 07時49分36秒,金門縣金寧鄉伯玉路2段口 / 金門縣金寧鄉盤果路口,死亡1;受傷0,自用-小客車;普通重型-機車,118.340298,24.441082
108年01月29日 14時42分00秒,澎湖縣湖西鄉澎13號道6.9公里處,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,119.635397,23.564895
108年01月29日 14時59分43秒,屏東縣東港鎮興東里沿海路76號,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車,120.463033,22.465602
108年01月29日 17時06分53秒,南投縣埔里鎮樹人路163號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.974874,23.960013
108年01月29日 23時40分00秒,高雄市三民區博愛一路271號前0.0公尺,死亡1;受傷0,計程車-小客車;普通重型-機車;自用-小客車;普通重型-機車,120.303200,22.648230
108年01月30日 07時33分00秒,臺中市太平區平安里鵬儀路214巷6弄前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.726221,24.119554
108年01月30日 13時05分00秒,屏東縣里港鄉中山南路口 / 屏東縣里港鄉里中路口,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,120.494226,22.773242
108年01月30日 16時10分00秒,臺中市大安區中庄里中山南路前0.0公尺,死亡1;受傷0,普通重型-機車,120.584951,24.355971
108年01月30日 16時10分44秒,臺東縣大武鄉台9線 438公里450.0公尺處西側,死亡1;受傷0,普通重型-機車;自用-小客車,120.894115,22.336689
108年01月30日 17時19分00秒,雲林縣崙背鄉水尾村下街40-10號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.335806,23.788275
108年01月30日 19時59分00秒,嘉義縣太保市新埤里台18線近4KM往東,死亡1;受傷1,普通重型-機車;乘客-人,120.341240,23.478549
108年01月31日 08時30分01秒,雲林縣口湖鄉雲147線與雲143線口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.173203,23.538543
108年01月31日 13時39分00秒,臺南市安南區安吉路3段南側 / 臺南市安南區安順庄大道附近,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.192401,23.075289
108年01月31日 14時40分00秒,高雄市美濃區中興路1段前 / 高雄市美濃區中興路1段,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.554100,22.881780
108年02月01日 00時49分00秒,高雄市仁武區高楠公路28號前0.0公尺,死亡1;受傷0,普通重型-機車,120.322254,22.692436
108年02月01日 07時35分00秒,臺南市將軍區台17線 151公里300.0公尺處口,死亡1;受傷1,普通重型-機車;自用-小客車,120.133897,23.199825
108年02月01日 07時59分00秒,臺南市六甲區甲東里市道165線前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,120.352935,23.241260
108年02月01日 08時36分03秒,苗栗縣苑裡鎮新復里新復五路與新復十六路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.646747,24.418544
108年02月01日 15時56分00秒,嘉義縣大林鎮三村里潭墘嘉100線2公里100公尺處,死亡1;受傷0,普通重型-機車,120.478763,23.626782
108年02月01日 20時31分00秒,彰化縣芳苑鄉漢寶村草漢路漢寶段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.385886,24.008158
108年02月02日 00時11分00秒,嘉義縣民雄鄉菁埔村164線27公里200公尺處,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,120.399104,23.558647
108年02月02日 04時02分00秒,臺中市大里區永隆里國光路二段333號前0.0公尺,死亡2;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;計程車-小客車;普通重型-機車;自用-小客車;自用-小客車;自用-小客車;租賃車-小客車,120.680036,24.107814
108年02月02日 06時16分00秒,高雄市鳳山區過埤路 / 高雄市鳳山區過勇路,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.362890,22.589970
108年02月02日 09時54分00秒,新北市新莊區中正路 / 新北市新莊區龍安路,死亡1;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人,121.452619,25.036297
108年02月02日 15時20分00秒,臺中市大甲區西岐里順帆路40巷2號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.636350,24.410450
108年02月02日 19時33分00秒,彰化縣花壇鄉岩竹村環山路53號前0.0公尺前,死亡1;受傷1,行人-人;普通重型-機車,120.572977,24.054838
108年02月02日 20時56分00秒,高雄市橋頭區仕隆南路 / 高雄市橋頭區成功南路,死亡1;受傷1,大型重型2(250-550C.C.)-機車;行人-人,120.312955,22.752182
108年02月03日 01時25分00秒,苗栗縣獅潭鄉台三線110.1公里處,死亡1;受傷0,普通重型-機車,120.883727,24.466052
108年02月03日 01時43分39秒,南投縣埔里鎮信義路台14線55.95公里處,死亡1;受傷0,自用-大貨車;普通重型-機車,120.961121,23.972355
108年02月04日 05時08分00秒,嘉義縣義竹鄉後鎮村172線5公里300公尺處,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.205795,23.365234
108年02月04日 15時56分00秒,基隆市仁愛區南榮路503之1號(梵宇天閣)前,死亡1;受傷0,普通重型-機車;自用-小客車,121.741910,25.113912
108年02月04日 21時50分00秒,臺中市西屯區上德里臺灣大道三段前0.0公尺,死亡1;受傷2,自用-小客車;大型重型1(550C.C.以上)-機車;乘客-人,120.641440,24.167598
108年02月05日 00時49分00秒,高雄市鳳山區鳳仁路184號前0.0公尺,死亡1;受傷0,普通重型-機車;租賃車-小客車,120.371765,22.637013
108年02月05日 14時44分38秒,嘉義縣六腳鄉蒜頭村村里道路(電桿:蒜頭46分14東3NO799GE50),死亡1;受傷0,普通重型-機車,120.280585,23.500036
108年02月05日 18時15分00秒,臺東縣長濱鄉台11線 84公里100.0公尺處北側向中線,死亡1;受傷0,自用-小客車;行人-人,121.465521,23.341750
108年02月05日 19時42分00秒,臺南市東區北門路2段12號北側,死亡1;受傷2,行人-人;普通重型-機車;自用-小客車;乘客-人,120.212382,22.997745
108年02月05日 20時57分00秒,臺中市北區新興里公園路前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.684447,24.142294
108年02月06日 14時40分00秒,彰化縣溪州鄉舊眉村溪斗路99號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.517228,23.853718
108年02月06日 16時25分00秒,臺東縣成功鎮台11線 128公里北側向路肩,死亡1;受傷1,自用-小客車;乘客-人,121.401682,23.172387
108年02月06日 22時38分00秒,雲林縣東勢鄉嘉隆村南興街,死亡1;受傷2,自用-小客車;行人-人;行人-人,120.255333,23.672795
108年02月07日 04時28分00秒,嘉義市東區興安里興安街前0.0公尺,死亡1;受傷0,普通重型-機車,120.449083,23.461578
108年02月07日 09時45分00秒,臺南市鹽水區台19線 110公里,死亡1;受傷0,普通重型-機車,120.212508,23.265264
108年02月07日 13時43分00秒,高雄市大寮區前庄路 / 高雄市大寮區國華街,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.399248,22.620039
108年02月07日 14時47分00秒,彰化縣埤頭鄉合興村彰水路2段 / 彰化縣埤頭鄉合興村埤圳南路,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人,120.458886,23.880378
108年02月07日 17時42分00秒,新竹縣芎林鄉永興村富林路一段518號旁22公尺處,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.108572,24.741670
108年02月07日 23時15分00秒,高雄市旗山區台28省道馬頭幹28號前0.0公尺,死亡1;受傷0,自用-小客車,120.469700,22.885810
108年02月08日 15時26分31秒,臺南市關廟區新埔里新埔二街72巷前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.336251,22.972925
108年02月08日 16時28分35秒,南投縣埔里鎮崇文街、中山路一段口,死亡1;受傷0,自用-小客車;普通重型-機車,120.993608,23.978755
108年02月09日 03時56分00秒,臺北市信義區松仁路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.568333,25.028558
108年02月09日 09時12分00秒,臺中市北屯區大坑里東山路二段前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.758508,24.200103
108年02月09日 11時59分00秒,新北市八里區龍米路2段96號前0.0公尺,死亡1;受傷5,人力車-慢車;電動輔助自行車-慢車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,121.445068,25.148000
108年02月09日 20時27分00秒,臺北市內湖區潭美街 / 臺北市內湖區安美街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.602737,25.061064
108年02月09日 22時15分00秒,桃園市平鎮區中山路92號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.254930,24.927756
108年02月10日 14時39分59秒,宜蘭縣宜蘭市環市東路2段前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,121.771741,24.737391
108年02月10日 15時16分00秒,雲林縣虎尾鎮墾地里雲97公路293273燈桿前路口,死亡1;受傷0,自用-大貨車;普通重型-機車,120.385271,23.738625
108年02月10日 18時05分00秒,彰化縣員林市南平里員林大道5段 / 彰化縣員林市南平里龍富街,死亡1;受傷0,自用-小客車;普通重型-機車,120.568593,23.972075
108年02月10日 18時20分00秒,雲林縣元長鄉台19公路與潭東村路口,死亡1;受傷0,行人-人;普通重型-機車,120.311307,23.637131
108年02月10日 19時40分00秒,臺中市大安區龜殼里西濱公路前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.585404,24.362147
108年02月11日 01時29分39秒,桃園市中壢區環中東路口 / 桃園市中壢區新中北路口,死亡1;受傷0,自用-小客車;行人-人,121.248230,24.957086
108年02月11日 05時00分41秒,臺中市南屯區國道1號 184公里500.0公尺處北側向外側,死亡1;受傷0,其他人-人;自用-小貨車(含客、貨兩用);營業用-半聯結車;自用-大貨車;自用-小客車;營業用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車,120.617829,24.138835
108年02月11日 05時39分00秒,新北市新莊區重新堤外道路 / 新北市新莊區21號越堤道,死亡1;受傷0,營業用-曳引車;普通重型-機車,121.453971,25.033547
108年02月11日 09時58分00秒,高雄市大樹區無名路前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,120.414521,22.684428
108年02月11日 12時15分14秒,嘉義縣六腳鄉正義村中溝產業道路(無名橋),死亡1;受傷0,普通輕型-機車;自用-小客車,120.267495,23.502496
108年02月11日 12時32分00秒,臺東縣臺東市東45線6公里300公尺處(利吉大橋上),死亡1;受傷0,普通重型-機車,121.133471,22.807646
108年02月11日 14時45分20秒,桃園市平鎮區平東路1段口 / 桃園市平鎮區廟前路口,死亡1;受傷0,營業用-曳引車;行人-人;營業用-曳引車,121.254504,24.918772
108年02月11日 19時17分30秒,屏東縣潮州鎮潮義路221號前,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.593324,22.539857
108年02月12日 02時55分00秒,基隆市暖暖區八堵路 / 基隆市暖暖區八堵路,死亡1;受傷0,普通重型-機車;自用-小客車,121.737668,25.110596
108年02月12日 06時24分00秒,彰化縣線西鄉寓埔村中華路 / 彰化縣線西鄉寓埔村中央路2段,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,120.456234,24.136288
108年02月12日 13時28分08秒,宜蘭縣大同鄉台7線 102公里400.0公尺處,死亡1;受傷0,普通重型-機車;自用-小客車,121.622418,24.683023
108年02月12日 14時34分00秒,南投縣南投市中研路與文獻路口,死亡1;受傷0,民營客運-大客車;普通重型-機車,120.698929,23.935652
108年02月12日 20時02分09秒,苗栗縣頭份市忠孝二路與忠孝一路69巷口,死亡1;受傷1,普通重型-機車;行人-人,120.906537,24.691023
108年02月13日 03時15分00秒,新北市新莊區環漢路516號前0.0公尺,死亡1;受傷0,普通重型-機車,121.438442,25.015854
108年02月13日 06時09分00秒,苗栗縣造橋鄉龍昇村苗8線5公里西向車道(大山交流道北上匝道口附近),死亡1;受傷0,自用-小客車;行人-人,120.818791,24.636052
108年02月13日 10時35分39秒,新竹縣橫山鄉新竹縣橫山鄉油羅溪橋北端,死亡1;受傷0,普通重型-機車;自用-小客車,121.124047,24.722544
108年02月13日 14時00分00秒,屏東縣萬丹鄉萬生村萬壽路1段252號,死亡1;受傷1,普通重型-機車;普通重型-機車,120.496118,22.584727
108年02月13日 19時05分00秒,臺中市西屯區潮洋里臺灣大道三段前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車;民營公車-大客車,120.636791,24.170740
108年02月13日 19時12分00秒,高雄市左營區翠華路 / 高雄市左營區新庄仔路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車;普通重型-機車,120.297619,22.678651
108年02月14日 07時50分00秒,屏東縣屏東市忠孝路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.493146,22.695120
108年02月14日 08時21分00秒,桃園市大溪區員林路3段口 / 桃園市大溪區員林路3段口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.261780,24.880141
108年02月14日 08時54分00秒,臺中市沙鹿區西勢里中清路七段357號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.583267,24.249979
