發生時間,發生地點,死亡受傷人數,車種
106年03月26日 11時38分00秒,雲林縣斗南鎮埤麻路與自行車道路口,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人
106年03月26日 12時46分00秒,高雄市阿蓮區港後里港後路76-號前0.0公尺,死亡1;受傷0,普通重型-機車
106年03月27日 07時16分00秒,高雄市鼓山區中華一路224號前0.0公尺,死亡1;受傷0,普通重型-機車
106年03月27日 18時20分00秒,新竹縣竹東鎮中興路一段213號前,死亡1;受傷1,普通重型-機車;普通重型-機車
106年03月28日 01時51分00秒,屏東縣里港鄉里中路光復巷前0.0公尺,死亡1;受傷0,普通重型-機車
106年03月28日 05時09分00秒,臺中市南區永和里五權南路 / 臺中市南區永和里高工路,死亡1;受傷2,自用-小客車;乘客-人;乘客-人
106年03月28日 06時50分00秒,彰化縣線西鄉臺61 170公里300.0公尺處北向外側,死亡1;受傷0,自用-小客車;普通重型-機車
106年03月28日 07時37分00秒,桃園市龍潭區中正路三坑段 / 桃園市龍潭區新生路,死亡1;受傷0,行人-人;營業用-大貨車
106年03月28日 09時45分00秒,苗栗縣南庄鄉,死亡1;受傷0,自用-大貨車;自用-小貨車(含客、貨兩用)
106年03月28日 15時00分00秒,高雄市前鎮區鎮興路前0.0公尺,死亡1;受傷0,營業用-全聯結車;普通重型-機車
106年03月28日 16時10分00秒,臺南市玉井區臺南市玉井區臺84線豐里路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年03月28日 23時27分00秒,高雄市鳳山區南京路前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人
106年03月29日 11時35分00秒,屏東縣屏東市崇武里華盛街1-30號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
106年03月29日 14時06分00秒,臺東縣成功鎮台11 129公里600.0公尺處南向外側,死亡2;受傷0,自用-小貨車(含客、貨兩用);乘客-人
106年03月30日 07時10分00秒,花蓮縣花蓮市豐村防汛道路太子廟西往東朝仁本橋方向50公尺處(自強所轄區),死亡1;受傷1,計程車-小客車;普通重型-機車
106年03月30日 18時56分00秒,花蓮縣花蓮市中央路四段與16股大道口(自強所轄區),死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車
106年03月30日 21時58分00秒,臺南市歸仁區臺39線與西埔一街821巷口,死亡1;受傷0,普通重型-機車;自用-小客車
106年03月31日 08時17分00秒,嘉義縣鹿草鄉鹿草村鹿環東路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年03月31日 11時00分00秒,屏東縣屏東市前進里建國路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
106年03月31日 15時59分00秒,桃園市蘆竹區南山路一段 / 桃園市蘆竹區六福路,死亡1;受傷0,自用-小客車;普通重型-機車
106年03月31日 16時08分00秒,屏東縣滿州鄉滿州村中山路13號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車
106年04月01日 04時56分00秒,屏東縣屏東市海豐街與金城街口,死亡1;受傷1,行人-人;普通重型-機車
106年04月01日 11時35分00秒,新北市板橋區中正路433巷前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;計程車-小客車;乘客-人
106年04月01日 12時56分00秒,新北市鶯歌區鶯桃路前0.0公尺,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人
106年04月01日 14時28分00秒,彰化縣彰化市中山路3段前0.0公尺,死亡1;受傷0,自用-小客車
106年04月01日 20時15分00秒,屏東縣恆春鎮檳榔路22號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
106年04月01日 22時08分00秒,金門縣金湖鎮中山路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
106年04月02日 05時36分00秒,新北市板橋區篤行路2段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
106年04月02日 09時15分00秒,新北市金山區台二線道路前0.0公尺,死亡2;受傷1,大型重型1(550C.C.以上)-機車;普通重型-機車;乘客-人
106年04月03日 03時05分00秒,嘉義縣溪口鄉竹圍仔23號,死亡1;受傷0,自用-小客車
106年04月03日 04時20分00秒,高雄市楠梓區世運大道路路燈022793號前0.0公尺,死亡1;受傷0,普通重型-機車
106年04月03日 07時33分00秒,屏東縣竹田鄉自強路前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
106年04月03日 11時04分00秒,屏東縣屏東市永光里光復路308之7號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;普通重型-機車
106年04月03日 12時49分00秒,臺中市中區大誠里中華路 / 臺中市中區大誠里公園路,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人
106年04月03日 13時50分00秒,新北市樹林區環漢路5段前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車;自用-小貨車(含客、貨兩用)
106年04月03日 22時08分00秒,桃園市桃園區福林里建新街 / 桃園市桃園區福林里金門二街,死亡1;受傷0,普通重型-機車
106年04月03日 22時45分00秒,雲林縣虎尾鎮三塊7電桿前,死亡1;受傷0,普通重型-機車
106年04月04日 04時50分00秒,彰化縣田中鎮山腳路5段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
106年04月04日 07時03分00秒,新北市坪林區北宜路前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車
106年04月04日 07時48分00秒,彰化縣芬園鄉光華路 / 彰化縣芬園鄉嘉北街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年04月04日 08時47分00秒,臺北市大安區羅斯福路4段85號前0.0公尺,死亡1;受傷0,普通重型-機車
106年04月04日 12時59分00秒,新北市坪林區北宜路前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車
106年04月04日 23時23分00秒,高雄市鳳山區自由路108號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
106年04月05日 03時40分00秒,高雄市彌陀區中正南路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
106年04月05日 04時50分00秒,苗栗縣獅潭鄉台6 30公里600.0公尺處南向中外,死亡1;受傷0,普通重型-機車
106年04月05日 07時29分00秒,彰化縣北斗鎮中華路前0.0公尺,死亡1;受傷0,行人-人;民營公車-大客車
106年04月05日 11時05分00秒,高雄市田寮區西德路35-號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年04月05日 15時40分00秒,基隆市信義區62快八斗子交流道近深澳坑路約150公尺,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人
106年04月05日 18時17分00秒,新北市中和區民安街51巷前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
106年04月06日 16時10分00秒,宜蘭縣三星鄉大埔二路與大隱十一路路口,死亡1;受傷1,普通重型-機車;普通輕型-機車
106年04月07日 07時24分00秒,嘉義縣民雄鄉民雄外環道與嘉107線道口,死亡1;受傷0,普通重型-機車;自用-小客車
106年04月07日 08時25分00秒,基隆市暖暖區八堵路74號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車
106年04月07日 10時02分00秒,新北市樹林區佳園路2段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
106年04月07日 11時30分00秒,高雄市路竹區復興路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
106年04月08日 09時26分00秒,花蓮縣秀林鄉崇德所,死亡1;受傷0,大型重型1(550C.C.以上)-機車
106年04月08日 10時53分00秒,雲林縣元長鄉台19線與西庄路口,死亡1;受傷0,普通重型-機車;自用-小客車
106年04月08日 12時42分00秒,宜蘭縣頭城鎮台2 119公里900.0公尺處北向中內,死亡2;受傷0,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車;乘客-人
106年04月08日 12時50分00秒,臺南市龍崎區182 27公里700.0公尺處西向外側,死亡1;受傷0,大型重型2(250-550C.C.)-機車
106年04月08日 15時55分00秒,高雄市旗山區高九十二線道前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車
106年04月08日 16時03分00秒,臺南市學甲區174線與臺84線側車道路口,死亡1;受傷0,普通重型-機車;自用-小客車
106年04月08日 17時20分00秒,高雄市田寮區台二八公路21.號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車
106年04月09日 03時28分00秒,基隆市中山區湖海路前0.0公尺,死亡1;受傷0,普通重型-機車
106年04月09日 03時57分00秒,臺南市安南區怡安路二段前0.0公尺,死亡1;受傷0,普通重型-機車;計程車-小客車
106年04月09日 07時30分00秒,苗栗縣獅潭鄉百壽村中豐公路 / 苗栗縣獅潭鄉百壽村中豐公路,死亡1;受傷1,大型重型1(550C.C.以上)-機車;普通重型-機車
106年04月09日 12時28分00秒,新北市新店區北宜路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
106年04月09日 23時10分00秒,新竹縣竹北市福興路、嘉德街,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車
106年04月10日 07時03分00秒,雲林縣西螺鎮145線9.1公里南向車道(西螺大橋上),死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車
106年04月10日 09時37分00秒,彰化縣秀水鄉彰水路1段 / 彰化縣秀水鄉枋林巷,死亡1;受傷0,普通重型-機車;自用-大貨車
106年04月10日 18時20分00秒,雲林縣莿桐鄉埔尾村油車66之1號附近,死亡1;受傷1,拼裝車-其他車;自用-小貨車(含客、貨兩用)
106年04月10日 18時40分00秒,新竹縣寶山鄉國道1號 103公里700.0公尺處北向外側,死亡1;受傷0,自用-小客車;自用-小貨車(含客、貨兩用)
106年04月10日 18時59分00秒,新北市中和區中和路78號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用)
106年04月10日 22時10分00秒,臺南市永康區中山北路 / 臺南市永康區龍昌街,死亡1;受傷0,自用-小客車;普通重型-機車
106年04月11日 02時44分00秒,新北市板橋區實踐路27巷前0.0公尺,死亡1;受傷1,普通重型-機車;計程車-小客車;乘客-人
106年04月11日 08時52分00秒,臺東縣太麻里鄉金崙46之1號前,死亡1;受傷0,自用-小客車;行人-人
106年04月11日 10時54分00秒,臺北市信義區松隆路300號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
106年04月11日 14時35分00秒,高雄市阿蓮區忠孝路前0.0公尺,死亡1;受傷0,營業用-曳引車;行人-人
106年04月11日 15時55分00秒,基隆市七堵區國道3號 2公里500.0公尺處南向交流道,死亡1;受傷0,營業用-半聯結車
106年04月11日 16時50分00秒,高雄市內門區村台三線道菜公坑45號前0.0公尺,死亡1;受傷0,自用-小客車
106年04月11日 17時00分00秒,彰化縣埔心鄉台76 16公里700.0公尺處西向外側路肩,死亡1;受傷1,自用-大貨車;自用-小貨車(含客、貨兩用);其他人-人;其他人-人
106年04月11日 22時20分00秒,臺北市士林區基河路190號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
106年04月12日 04時19分00秒,苗栗縣後龍鎮國道3號 128公里743.0公尺處南向內側,死亡1;受傷0,自用-小客車;自用-小客車
106年04月12日 16時15分00秒,南投縣草屯鎮碧峰里碧山路1122號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車
106年04月12日 21時36分00秒,臺中市大里區健民里仁化路 / 臺中市大里區健民里健民路,死亡1;受傷1,普通重型-機車;營業用-全聯結車;計程車-小客車;乘客-人
106年04月13日 07時20分00秒,彰化縣鹿港鎮廖厝巷前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
106年04月13日 11時05分00秒,臺北市中山區吉林路12巷前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用)
106年04月13日 11時06分00秒,嘉義縣中埔鄉隆興村阿里山公路十字路11號前0.0公尺,死亡1;受傷0,電動自行車-慢車;自用-大貨車
106年04月13日 12時43分00秒,桃園市蘆竹區富上街100號前0.0公尺,死亡1;受傷0,自用-小客車
106年04月13日 21時34分00秒,臺北市文山區辛亥路6段90號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
106年04月13日 22時25分00秒,南投縣國姓鄉國道6號 20公里200.0公尺處西向外側路肩,死亡1;受傷0,自用-小客車
106年04月14日 08時15分00秒,桃園市桃園區龍壽街230號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車;自用-小貨車(含客、貨兩用)
106年04月14日 09時25分00秒,高雄市燕巢區工程路前0.0公尺,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用)
106年04月14日 16時21分00秒,屏東縣九如鄉大坵路105巷前0.0公尺,死亡1;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
106年04月14日 21時07分00秒,高雄市林園區北汕二路138號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車
106年04月14日 21時50分00秒,新竹縣新埔鎮文德路一段356號對面,死亡1;受傷0,自用-小客車
106年04月14日 23時07分00秒,桃園市桃園區大林里桃鶯路 / 桃園市桃園區大林里大原路,死亡1;受傷1,普通重型-機車;普通重型-機車;普通重型-機車
106年04月15日 00時06分00秒,臺北市北投區陽金公路前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車
106年04月15日 14時36分00秒,臺東縣台東市志航路三段前0.0公尺,死亡1;受傷0,普通重型-機車
106年04月15日 14時37分00秒,臺南市仁德區中山路前0.0公尺,死亡1;受傷0,營業用-半聯結車;普通重型-機車
106年04月15日 16時22分00秒,桃園市楊梅區埔心里永美路258號前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
106年04月15日 23時04分00秒,嘉義縣民雄鄉台一線與民雄陸橋口,死亡1;受傷5,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;乘客-人;普通輕型-機車;自用-小客車;普通重型-機車;普通重型-機車
106年04月16日 08時13分00秒,臺南市後壁區下長2-13號,死亡1;受傷0,普通重型-機車
106年04月16日 18時30分00秒,新竹市香山區中華路五段140號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車;自用-小客車
106年04月16日 18時55分00秒,彰化縣埤頭鄉國道1號 220公里400.0公尺處北向內側,死亡1;受傷4,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人
106年04月17日 10時30分00秒,宜蘭縣員山鄉尚深路 / 宜蘭縣員山鄉尚深路,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人
106年04月17日 10時34分00秒,南投縣草屯鎮雙冬里中正路石灼巷前0.0公尺,死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車;自用-大貨車
106年04月17日 19時00分00秒,臺東縣成功鎮台11 119公里北向慢,死亡1;受傷1,普通重型-機車;行人-人
106年04月18日 09時40分00秒,桃園市八德區瑞豐里興豐路523號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用)
106年04月18日 09時54分00秒,苗栗縣通霄鎮台1 125公里800.0公尺處北向內側,死亡1;受傷0,自用-小客車
106年04月19日 11時34分00秒,新北市汐止區同興路前0.0公尺,死亡1;受傷0,行人-人;自用-小客車
106年04月19日 13時00分00秒,新竹縣尖石鄉,死亡1;受傷1,普通重型-機車;自用-大貨車
106年04月19日 16時17分00秒,彰化縣社頭鄉社斗路1段 / 彰化縣社頭鄉中山路,死亡1;受傷0,自用-曳引車;行人-人
106年04月20日 04時20分00秒,屏東縣麟洛鄉中山路88號前(國光客運旁),死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
106年04月21日 07時24分00秒,澎湖縣馬公市201 1公里300.0公尺處北向外側,死亡1;受傷0,普通重型-機車
106年04月21日 07時30分00秒,宜蘭縣三星鄉安農北路2段98號前,死亡1;受傷1,自用-小客車;腳踏自行車-慢車;腳踏自行車-慢車
106年04月21日 08時52分00秒,花蓮縣秀林鄉富世所,死亡1;受傷0,普通重型-機車
106年04月21日 09時56分00秒,屏東縣里港鄉土庫村定遠80-2號150公尺前,死亡1;受傷0,普通重型-機車
106年04月22日 04時43分00秒,臺南市中西區中正路 / 臺南市中西區海安路,死亡1;受傷2,普通重型-機車;計程車-小客車;乘客-人
106年04月22日 07時30分00秒,臺南市西港區臺19線與南45線口,死亡1;受傷1,自用-小客車;普通重型-機車
106年04月22日 09時30分00秒,雲林縣元長鄉頂寮5之5號前,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人
106年04月22日 16時10分00秒,嘉義縣民雄鄉興南村建國路三段265號前0.0公尺,死亡1;受傷1,自用-曳引車;普通重型-機車;乘客-人
106年04月22日 21時44分00秒,彰化縣永靖鄉中山路2段前0.0公尺,死亡1;受傷0,普通重型-機車
106年04月23日 19時17分00秒,臺中市北屯區水景里台74線路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用)
106年04月24日 12時50分00秒,臺南市永康區中正北路950之6號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年04月24日 16時08分00秒,南投縣竹山鎮延和里鹿山路 / 南投縣竹山鎮延和里鹿山路,死亡1;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;乘客-人
106年04月24日 18時36分00秒,苗栗縣後龍鎮中華路58-1號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車;自用-小客車
106年04月24日 19時44分00秒,彰化縣鹿港鎮濱海路前0.0公尺,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車
106年04月25日 06時10分00秒,臺中市大安區海墘里大安港路942號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車
106年04月25日 07時59分00秒,臺東縣卑南鄉無名產業道路東西向、無名產業道路南北向路口,死亡1;受傷1,自用-小客車;普通重型-機車
106年04月25日 17時57分00秒,高雄市湖內區中山路1段前0.0公尺,死亡1;受傷0,普通輕型-機車;遊覽車-大客車;自用-小客車
106年04月25日 21時01分00秒,臺東縣台東市南島大道156號前0.0公尺,死亡1;受傷0,自用-小客車
106年04月26日 03時39分00秒,金門縣金寧鄉環島北路二段前0.0公尺,死亡1;受傷0,普通重型-機車
106年04月26日 06時29分00秒,臺北市內湖區安康路228巷前0.0公尺,死亡1;受傷0,民營公車-大客車;普通重型-機車
106年04月26日 07時42分00秒,高雄市燕巢區安北路50號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用)
106年04月26日 13時55分00秒,臺中市太平區新城里樹孝路 / 臺中市太平區新城里環中東路三段,死亡1;受傷0,普通重型-機車;自用-小客車
106年04月26日 15時25分00秒,屏東縣屏東市大武里和生路二段 / 屏東縣屏東市大武里建南路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年04月26日 15時55分00秒,南投縣埔里鎮籃城里中正路1032號前0.0公尺,死亡2;受傷0,腳踏自行車-慢車;營業用-大貨車;腳踏自行車-慢車
106年04月26日 21時05分00秒,南投縣魚池鄉投131線5.6公里處,死亡1;受傷0,自用-小客車;行人-人
106年04月27日 00時00分00秒,高雄市鳥松區美山路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年04月27日 07時40分00秒,桃園市八德區龍友里新生路100巷前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
106年04月27日 14時23分00秒,嘉義縣水上鄉台1 271公里100.0公尺處北向外側,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用)
106年04月28日 03時25分00秒,新竹縣新埔鎮旱坑高幹146B1001H765,死亡1;受傷0,普通重型-機車
106年04月28日 05時13分00秒,高雄市仁武區國道1號 359公里100.0公尺處南向內側,死亡2;受傷0,計程車-小客車;乘客-人
106年04月28日 08時38分00秒,臺中市北屯區水景里環中東路 / 臺中市北屯區水景里軍福九路,死亡1;受傷1,自用-小客車;普通重型-機車
106年04月28日 17時14分00秒,苗栗縣竹南鎮公義里公義路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年04月28日 17時50分00秒,臺南市善化區光文里大成路前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
106年04月28日 21時38分00秒,屏東縣萬丹鄉大學路691及693號,死亡1;受傷5,自用-小客車;自用-小客車;其他人-人;其他人-人;乘客-人;乘客-人;乘客-人;乘客-人
106年04月28日 23時45分00秒,新北市土城區延和里金城路3段73巷前0.0公尺,死亡1;受傷1,大型重型2(250-550C.C.)-機車;行人-人
106年04月29日 23時45分00秒,臺南市七股區樹林5之3號前,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人
106年04月30日 11時40分00秒,臺東縣長濱鄉玉長段東向,死亡1;受傷0,大型重型1(550C.C.以上)-機車
106年04月30日 23時40分00秒,臺中市大甲區孟春里北堤東路 / 臺中市大甲區孟春里經國路,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人;乘客-人
106年05月01日 08時23分00秒,新北市林口區文化一路2段前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-曳引車;乘客-人
106年05月01日 14時47分00秒,臺中市清水區中社里鎮政路 / 臺中市清水區中社里鎮政路,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人
106年05月01日 16時01分00秒,宜蘭縣頭城鎮三和路603號前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車;行人-人
106年05月01日 19時20分00秒,嘉義市西區湖美一路 / 嘉義市西區興美六路,死亡1;受傷2,自用-大貨車;普通重型-機車;乘客-人
106年05月02日 08時10分00秒,臺中市南屯區鎮平里環中路五段76-1號前0.0公尺,死亡1;受傷0,普通重型-機車
106年05月02日 10時15分00秒,臺北市大同區鄭州路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
106年05月02日 18時09分00秒,屏東縣恆春鎮墾丁里墾丁路451號前0.0公尺,死亡1;受傷2,租賃車-小客車;自用-小客車;普通重型-機車
106年05月02日 21時56分00秒,屏東縣潮州鎮臺一線與西外環道路,死亡1;受傷0,自用-小客車;動力機械-其他車;其他人-人
106年05月03日 04時50分00秒,雲林縣元長鄉台19線 58公里500.0公尺處北向外側,死亡1;受傷0,行人-人;營業用-大貨車
106年05月03日 10時46分00秒,彰化縣芬園鄉護岸街1段前0.0公尺,死亡1;受傷0,普通重型-機車
106年05月03日 14時37分00秒,新北市林口區106縣道前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
106年05月04日 07時40分00秒,雲林縣大埤鄉西鎮27西11電線桿前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年05月05日 01時14分00秒,高雄市仁武區鳳仁路26-號前0.0公尺,死亡1;受傷1,自用-小客車;普通輕型-機車;租賃車-小客車
106年05月05日 07時50分00秒,宜蘭縣冬山鄉冬山路 / 宜蘭縣冬山鄉南興路,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
106年05月05日 09時30分00秒,臺南市安南區公學路三段120之1號前0.0公尺,死亡1;受傷0,普通重型-機車
106年05月06日 05時30分00秒,高雄市大寮區鳳林二路279號前0.0公尺,死亡1;受傷0,普通重型-機車;計程車-小客車
106年05月06日 07時36分00秒,雲林縣褒忠鄉潮厝29之13號旁路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年05月06日 14時30分00秒,高雄市仁武區澄觀路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人
106年05月06日 15時14分00秒,臺中市潭子區聚興里中彰快速道路前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
106年05月06日 17時55分00秒,新竹市東區光復路二段 / 新竹市東區建新路,死亡1;受傷1,自用-小客車;行人-人;行人-人
106年05月07日 03時42分00秒,新北市泰山區國道1號 36公里700.0公尺處南向外側,死亡2;受傷0,自用-大貨車;其他人-人;其他人-人
106年05月07日 05時33分00秒,臺南市新營區新北里長榮路二段前0.0公尺,死亡1;受傷4,普通輕型-機車;自用-小客車;乘客-人;乘客-人;乘客-人
106年05月07日 08時34分00秒,臺中市龍井區新庄里臺灣大道六段前0.0公尺,死亡1;受傷0,普通重型-機車
106年05月07日 10時59分00秒,嘉義縣布袋鎮163線 44公里800.0公尺處東向外側,死亡1;受傷0,普通重型-機車
106年05月07日 16時04分00秒,新竹市東區千甲路2-1號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
106年05月07日 18時56分00秒,屏東縣新埤鄉新埤村新華路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年05月08日 05時50分00秒,臺中市龍井區竹坑里沙田路四段 / 臺中市龍井區竹坑里竹師路一段,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車
106年05月08日 06時45分00秒,屏東縣鹽埔鄉七份路前0.0公尺,死亡1;受傷0,普通重型-機車;民營公車-大客車
106年05月08日 11時19分00秒,臺南市北區文賢路998號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
106年05月08日 13時55分00秒,桃園市八德區福德一路177巷前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
106年05月09日 00時00分00秒,宜蘭縣礁溪鄉國道5號 35公里800.0公尺處南向交流道,死亡2;受傷0,計程車-小客車;乘客-人
106年05月09日 01時25分00秒,桃園市楊梅區國道1號 74公里700.0公尺處北向中線,死亡1;受傷3,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;營業用-半聯結車;乘客-人;營業用-曳引車
106年05月09日 08時52分00秒,嘉義市西區博愛路2段 / 嘉義市西區世賢路3段,死亡1;受傷0,自用-小客車;普通重型-機車
106年05月09日 13時42分00秒,花蓮縣吉安鄉民治路 / 花蓮縣吉安鄉勝安二街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車
106年05月09日 17時49分00秒,嘉義縣水上鄉,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
106年05月09日 18時35分00秒,臺南市仁德區保安路二段630巷前0.0公尺,死亡1;受傷1,普通輕型-機車;普通重型-機車
106年05月09日 20時43分00秒,彰化縣福興鄉,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年05月10日 08時02分00秒,臺南市柳營區長榮路五段與和平路口,死亡1;受傷0,自用-大貨車;普通重型-機車
106年05月10日 16時50分00秒,苗栗縣苗栗市嘉新里東路 / 苗栗縣苗栗市嘉新里經國路,死亡1;受傷1,普通重型-機車;自用-小客車
106年05月10日 21時45分00秒,桃園市龜山區東萬壽路前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
106年05月11日 00時22分00秒,嘉義市西區國道1號 263公里870.0公尺處北向交流道,死亡2;受傷0,自用-小客車;自用-小客車;乘客-人
106年05月11日 05時41分00秒,桃園市八德區永豐里茄苳路607號前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
106年05月11日 13時00分00秒,嘉義縣梅山鄉,死亡1;受傷1,自用-小客車;乘客-人
106年05月11日 13時11分00秒,臺南市楠西區臺3線 366公里500.0公尺處南向中外,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
106年05月11日 15時20分00秒,新竹縣湖口鄉中湖路與中山路路口旁,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
106年05月11日 15時32分00秒,臺中市神岡區豐洲里五權路63號前0.0公尺,死亡1;受傷1,自用-小客車;行人-人;行人-人
106年05月12日 23時37分00秒,臺南市永康區永二街前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
