發生時間,發生地點,死亡受傷人數,車種
105年03月15日 18時39分00秒,雲林縣土庫鎮台78 20公里西向內側,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車
105年03月15日 18時59分00秒,桃園市平鎮區復旦路三段前0.0公尺,死亡1;受傷0,遊覽車-大客車;普通重型-機車
105年03月15日 19時07分00秒,臺北市士林區福華路188號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
105年03月16日 08時00分00秒,臺中市太平區東汴里長龍路二段前0.0公尺,死亡1;受傷0,普通重型-機車
105年03月16日 15時20分00秒,高雄市三民區國道1號 362公里300.0公尺處南向交流道,死亡1;受傷0,自用-小貨車(含客、貨兩用)
105年03月17日 01時51分00秒,彰化縣芳苑鄉斗苑路頂部段前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-半聯結車
105年03月17日 12時27分00秒,臺南市新營區中營里開元路 / 臺南市新營區中營里長榮路,死亡1;受傷0,自用-小客車;普通重型-機車
105年03月17日 19時26分00秒,臺中市西屯區東大路與中科路口,死亡1;受傷0,自用-小客車;普通重型-機車
105年03月17日 19時37分00秒,臺北市士林區承德路4段310號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年03月17日 20時17分00秒,彰化縣溪湖鎮員鹿路2段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;營業用-大貨車
105年03月17日 20時58分00秒,臺南市中西區金華路 / 臺南市中西區金華新路,死亡1;受傷1,普通重型-機車;租賃車-小客車
105年03月18日 07時55分00秒,彰化縣彰化市國道1號 196公里100.0公尺處南向輔助,死亡2;受傷1,自用-半聯結車;自用-小貨車(含客、貨兩用);自用-小客車;租賃車-小客車;自用-小客車;乘客-人
105年03月18日 08時30分00秒,高雄市鳳山區鳳捷路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車
105年03月18日 09時06分00秒,臺北市士林區,死亡1;受傷0,普通輕型-機車
105年03月18日 11時20分00秒,桃園市中壢區仁美里榮民南路 / 桃園市中壢區仁美里仁慈街,死亡1;受傷1,營業用-大貨車;普通重型-機車;乘客-人
105年03月18日 21時50分00秒,高雄市苓雅區建國一路354號前0.0公尺,死亡1;受傷1,普通重型-機車;普通輕型-機車
105年03月19日 03時40分00秒,屏東縣鹽埔鄉長壽路47號前0.0公尺,死亡1;受傷0,自用-小客車
105年03月19日 11時30分00秒,屏東縣枋山鄉枋山鄉台一線舊庄路46之1號前,死亡1;受傷0,普通重型-機車;自用-小客車
105年03月19日 19時41分00秒,高雄市大寮區光明路前0.0公尺,死亡1;受傷1,普通重型-機車;普通輕型-機車
105年03月19日 22時25分00秒,臺中市龍井區國道3號 184公里800.0公尺處北向內側,死亡1;受傷3,自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;自用-小客車;乘客-人
105年03月20日 11時32分00秒,臺東縣成功鎮和平段北上車道,死亡1;受傷0,普通重型-機車;民營公車-大客車
105年03月20日 16時47分00秒,桃園市蘆竹區濱海路一段 / 桃園市蘆竹區海湖北路,死亡1;受傷0,營業用-半聯結車;大型重型1(550C.C.以上)-機車
105年03月21日 14時39分00秒,屏東縣新園鄉五房村龍州路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用)
105年03月21日 14時40分00秒,臺南市學甲區臺84線8公里100公尺東向下匝道匯出口處,死亡1;受傷0,自用-小客車
105年03月22日 04時06分00秒,嘉義市西區湖子內路前0.0公尺,死亡1;受傷3,自用-小客車;營業用-大貨車;乘客-人;乘客-人
105年03月22日 05時30分00秒,花蓮縣新城鄉嘉里路163號前0.0公尺,死亡1;受傷2,電動自行車-慢車;普通重型-機車;乘客-人
105年03月22日 07時40分00秒,南投縣埔里鎮中山路三段 / 南投縣埔里鎮大城路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年03月23日 12時20分00秒,花蓮縣秀林鄉新長春祠隧道(富世所),死亡1;受傷1,乘客-人;大型重型2(250-550C.C.)-機車;租賃車-小客車
105年03月23日 12時36分00秒,雲林縣虎尾鎮大庄98-6號前,死亡1;受傷1,普通重型-機車;乘客-人
105年03月23日 16時15分00秒,雲林縣台西鄉山寮41號,死亡1;受傷1,普通重型-機車;乘客-人
105年03月23日 19時05分00秒,桃園市楊梅區上田里高鐵南路七段881號前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人
105年03月23日 20時00分00秒,基隆市安樂區基金一路208巷117號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
105年03月24日 04時30分00秒,臺東縣台東市中興路六段690巷利油分線12號電桿處,死亡1;受傷3,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;乘客-人
105年03月24日 15時10分00秒,彰化縣花壇鄉環山路前0.0公尺,死亡1;受傷0,普通重型-機車
105年03月24日 19時31分00秒,臺南市安南區安明路 / 臺南市安南區本田路,死亡1;受傷0,普通重型-機車;自用-小客車
105年03月25日 17時30分00秒,宜蘭縣五結鄉三興路 / 宜蘭縣五結鄉三結五路,死亡1;受傷1,普通重型-機車;普通重型-機車
105年03月25日 20時41分00秒,連江縣南竿鄉中央大道青檀澳路段,死亡1;受傷0,普通重型-機車
105年03月26日 08時57分00秒,臺南市關廟區中正路二段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車
105年03月26日 09時10分00秒,南投縣草屯鎮富寮里中正路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年03月26日 12時07分00秒,臺北市大安區基隆路3段155巷前0.0公尺,死亡1;受傷0,民營公車-大客車;普通輕型-機車;腳踏自行車-慢車
105年03月26日 12時41分00秒,基隆市安樂區國道3號 400.0公尺處北向交流道,死亡1;受傷7,民營客運-大客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
105年03月26日 14時38分00秒,臺南市將軍區台17線與南21線路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-小客車
105年03月27日 00時01分00秒,嘉義縣水上鄉粗溪村中山路二段前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
105年03月27日 09時40分00秒,彰化縣伸港鄉中興路3段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年03月27日 11時21分00秒,花蓮縣花蓮市中山路與建中街口(中山所),死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車
105年03月28日 09時57分00秒,新北市中和區中正路前0.0公尺,死亡1;受傷0,普通重型-機車
105年03月28日 12時07分00秒,彰化縣竹塘鄉竹鹿路 / 彰化縣竹塘鄉產業道路,死亡1;受傷0,普通重型-機車;自用-小客車
105年03月28日 12時40分00秒,苗栗縣頭份市正興路與山下路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年03月28日 13時17分00秒,臺中市清水區臨港路五段 / 臺中市清水區民族路三段,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車
105年03月29日 04時10分00秒,屏東縣新園鄉南龍村南龍路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年03月30日 15時29分00秒,高雄市橋頭區成功北路前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車
105年03月30日 19時16分00秒,臺中市東區東信里旱溪東路一段 / 臺中市東區東信里東英三街,死亡1;受傷0,普通重型-機車;自用-小客車
105年03月30日 23時59分00秒,高雄市大寮區台二十九道路前0.0公尺,死亡1;受傷0,自用-小客車
105年03月31日 16時55分00秒,臺南市新市區臺1 316公里500.0公尺處北向中線,死亡1;受傷0,普通重型-機車;自用-大貨車
105年03月31日 21時02分00秒,臺南市歸仁區媽廟里和順路一段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
105年04月01日 00時33分00秒,臺南市安南區青砂街一段前0.0公尺,死亡1;受傷0,普通重型-機車
105年04月01日 16時45分00秒,臺南市東區崇善東路 / 臺南市東區德高街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年04月01日 17時55分00秒,臺南市白河區165 8公里100.0公尺處南向外側,死亡1;受傷1,普通重型-機車;乘客-人
105年04月01日 22時50分00秒,臺中市清水區臨江里高美路 / 臺中市清水區臨江里中央路,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用)
105年04月02日 01時44分00秒,屏東縣萬丹鄉萬順路與崙中路口,死亡1;受傷0,普通重型-機車
105年04月02日 18時58分00秒,臺北市士林區仰德大道2段前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車;自用-小客車
105年04月02日 20時15分00秒,臺南市學甲區第五號道路寶西高幹26號,死亡1;受傷0,普通輕型-機車
105年04月03日 00時43分00秒,高雄市鳥松區圓山路1號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月03日 03時52分00秒,臺南市左鎮區南側20公尺處,死亡1;受傷0,普通重型-機車
105年04月03日 10時25分00秒,新北市板橋區環河西路前0.0公尺,死亡1;受傷1,救護車-特種車;普通重型-機車;乘客-人
105年04月03日 13時01分00秒,新北市石碇區北宜公路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車
105年04月03日 14時00分00秒,臺南市安定區安定體育公園前,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月03日 23時30分00秒,高雄市楠梓區國道1號 354公里983.0公尺處南向內側,死亡1;受傷0,普通輕型-機車;自用-小客車
105年04月04日 07時05分00秒,臺南市安南區宜居一街前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年04月04日 07時10分00秒,雲林縣麥寮鄉瓦?村霄仁69號，156線1公里處東向車道,死亡1;受傷4,租賃車-小客車;大型重型1(550C.C.以上)-機車;自用-小客車;自用-小客車;乘客-人;其他人-人
105年04月04日 09時06分00秒,彰化縣永靖鄉 / 彰化縣永靖鄉大排路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年04月04日 13時25分00秒,新北市淡水區關渡橋道路前0.0公尺,死亡1;受傷4,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人;乘客-人
105年04月04日 18時34分00秒,新北市鶯歌區尖山路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車
105年04月04日 19時45分00秒,高雄市永安區永達路72號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年04月04日 20時17分00秒,屏東縣竹田鄉美崙村龍崗路125號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
105年04月04日 21時19分00秒,苗栗縣公館鄉台6線與苗128線口,死亡1;受傷0,自用-小客車;行人-人
105年04月05日 01時05分00秒,高雄市旗山區台三線道前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人
105年04月05日 04時03分00秒,高雄市大樹區大坑路前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車
105年04月05日 15時15分00秒,臺南市永康區仁愛街407號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
105年04月05日 15時15分00秒,臺中市烏日區三和里中山路三段 / 臺中市烏日區三和里學田路,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車
105年04月05日 16時35分00秒,彰化縣大城鄉潭城路前0.0公尺,死亡1;受傷0,普通重型-機車
105年04月05日 16時54分00秒,新北市石碇區北宜公路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
105年04月05日 23時25分00秒,臺南市善化區臺19甲線南下22.2公里處(溪美里溪尾658號前),死亡1;受傷0,普通重型-機車
105年04月06日 12時35分00秒,高雄市新興區五福復興路口前0.0公尺,死亡1;受傷0,公營公車-大客車;普通重型-機車;普通重型-機車;自用-小客車
105年04月07日 06時57分00秒,高雄市阿蓮區港後路5之1號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
105年04月07日 19時55分00秒,彰化縣花壇鄉彰員路1段前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
105年04月07日 22時53分00秒,雲林縣虎尾鎮158公路31公里處往東方向,死亡1;受傷0,營業用-小貨車(含客、貨兩用);行人-人
105年04月07日 22時57分00秒,高雄市岡山區本工西路33-號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-半聯結車
105年04月08日 07時11分00秒,嘉義縣新港鄉159線與157線路口,死亡1;受傷0,普通輕型-機車;自用-小客車
105年04月08日 20時09分00秒,新竹縣竹北市環北路五段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月09日 04時47分00秒,臺南市下營區臺19甲線與縣174線路口,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月09日 05時50分00秒,高雄市仁武區水管路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年04月09日 07時03分00秒,高雄市仁武區鳳仁路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;營業用-曳引車
105年04月09日 08時10分00秒,新竹市香山區中華路五段575巷前0.0公尺,死亡1;受傷0,行人-人;自用-小客車
105年04月09日 14時49分00秒,南投縣南投市中興路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年04月10日 00時02分00秒,澎湖縣馬公市204 1公里50.0公尺處西向外側,死亡1;受傷0,計程車-小客車;行人-人
105年04月10日 08時54分00秒,新北市土城區南天母路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月10日 15時51分00秒,嘉義縣民雄鄉寮頂村民溪路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年04月10日 16時43分00秒,南投縣國姓鄉台14 48公里900.0公尺處西向外側,死亡1;受傷1,自用-小客車;乘客-人
105年04月11日 01時20分00秒,彰化縣彰化市國道1號 198公里800.0公尺處北向內側,死亡1;受傷0,自用-小客車
105年04月11日 09時09分00秒,新北市八里區龍米路1段52號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車;民營公車-大客車;自用-小客車
105年04月11日 13時00分00秒,屏東縣長治鄉南二高平面道路與建興路口,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月12日 14時44分00秒,嘉義縣水上鄉水頭村中和路前0.0公尺,死亡1;受傷0,普通輕型-機車;自用-小客車
105年04月12日 18時57分00秒,彰化縣彰化市彰南路1段前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
105年04月12日 20時04分00秒,臺南市鹽水區麻油寮46號前,死亡1;受傷0,行人-人;自用-小客車
105年04月12日 23時44分00秒,屏東縣恆春鎮樹林路68號,死亡1;受傷0,普通重型-機車
105年04月13日 01時39分00秒,彰化縣二林鎮二溪路2段前0.0公尺,死亡1;受傷0,自用-小客車
105年04月13日 10時41分00秒,新北市五股區疏洪十路前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車
105年04月13日 18時25分00秒,屏東縣瑪家鄉三和村三和路46號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
105年04月13日 21時35分00秒,高雄市旗山區中華路578號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車;自用-小客車
105年04月14日 01時24分00秒,彰化縣福興鄉福三路3段 / 彰化縣福興鄉鎮平街,死亡1;受傷0,自用-小客車
105年04月14日 05時15分00秒,臺北市士林區,死亡1;受傷0,自用-小客車;行人-人
105年04月14日 07時29分00秒,新北市土城區中央路4段275巷前0.0公尺,死亡1;受傷1,自用-小客車;營業用-大貨車;普通重型-機車;乘客-人
105年04月14日 08時57分00秒,花蓮縣吉安鄉福興路 / 花蓮縣吉安鄉舊村一街,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用)
105年04月14日 15時30分00秒,臺南市安定區海寮高幹112右15電線桿路口,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人
105年04月14日 15時55分00秒,雲林縣大埤鄉台1 245公里700.0公尺處南向內側,死亡1;受傷0,自用-小客車
105年04月14日 16時19分00秒,雲林縣斗六市崙仔路 / 雲林縣斗六市產業道路,死亡1;受傷0,普通重型-機車
105年04月14日 19時15分00秒,南投縣鹿谷鄉鹿谷村中正路二段70號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
105年04月14日 22時02分00秒,雲林縣崙背鄉156線6.5公里處(豐榮75號電桿)東向車道,死亡1;受傷0,自用-小客車;行人-人
105年04月15日 00時16分00秒,雲林縣斗六市明德路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月15日 03時40分00秒,臺南市歸仁區臺86線11公里處,死亡1;受傷0,自用-小貨車(含客、貨兩用)
105年04月15日 20時15分00秒,高雄市前鎮區漁港路2-2號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車
105年04月15日 21時45分00秒,屏東縣萬丹鄉社皮路二段115號,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
105年04月16日 05時15分00秒,嘉義市西區興業東路 / 嘉義市西區國華街,死亡1;受傷0,普通輕型-機車
105年04月16日 21時16分00秒,嘉義縣太保市太保里高鐵東路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月17日 01時45分00秒,桃園市大園區埔心里中正東路一段 / 桃園市大園區埔心里新生路,死亡1;受傷1,普通重型-機車;乘客-人
105年04月17日 11時54分00秒,臺中市新社區中和里豐埔產業道路前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人
105年04月17日 16時55分00秒,新竹市香山區延平路二段1551號前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車
105年04月17日 17時10分00秒,新北市石碇區106線道路前0.0公尺,死亡1;受傷1,普通重型-機車;遊覽車-大客車;乘客-人
105年04月17日 19時35分00秒,南投縣國姓鄉國姓村國姓路前0.0公尺,死亡1;受傷0,普通重型-機車
105年04月17日 22時00分00秒,臺東縣卑南鄉卑南鄉利嘉路利嘉分線28號電桿處旁,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
105年04月18日 06時50分00秒,新北市鶯歌區大湖路383號前0.0公尺,死亡1;受傷0,自用-曳引車;腳踏自行車-慢車
105年04月18日 08時00分00秒,彰化縣彰化市國道1號 197公里北向外側路肩,死亡1;受傷0,營業用-半聯結車
105年04月18日 08時20分00秒,南投縣埔里鎮隆生路112號前0.0公尺,死亡1;受傷0,普通重型-機車
105年04月18日 10時50分00秒,臺中市北屯區三光里北屯路160號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車;自用-小客車
105年04月18日 13時20分00秒,高雄市六龜區台二十八線路前0.0公尺,死亡1;受傷0,自用-小客車
105年04月18日 16時07分00秒,臺南市楠西區南190線東向2.6公里處,死亡1;受傷0,普通重型-機車;自用-大貨車
105年04月18日 20時04分00秒,南投縣水里鄉永豐二路148號旁,死亡1;受傷0,普通重型-機車
105年04月18日 20時34分00秒,南投縣南投市東閔路1080號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年04月19日 11時25分00秒,臺南市北區文賢路 / 臺南市北區和緯路,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車
105年04月20日 07時14分00秒,雲林縣麥寮鄉工業路與台17線路口西側,死亡1;受傷0,營業用-曳引車;普通重型-機車
105年04月20日 16時14分00秒,高雄市仁武區八德南路前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車
105年04月20日 17時27分00秒,彰化縣福興鄉,死亡1;受傷0,普通重型-機車
105年04月20日 18時54分00秒,臺南市新營區新南里金華路二段 / 臺南市新營區新南里秦漢街,死亡1;受傷0,自用-小客車;行人-人
105年04月20日 19時45分00秒,高雄市小港區沿海二路010號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年04月20日 22時45分00秒,桃園市蘆竹區新生路 / 桃園市蘆竹區新生路,死亡1;受傷1,自用-小客車;普通重型-機車
105年04月21日 01時31分00秒,桃園市楊梅區國道1號 68公里100.0公尺處北向中線,死亡2;受傷3,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人
105年04月21日 08時50分00秒,新竹縣新豐鄉十一股54號,死亡1;受傷0,自用-大貨車;行人-人
105年04月21日 10時28分00秒,新北市瑞芳區,死亡1;受傷0,自用-小貨車(含客、貨兩用);民營客運-大客車
105年04月21日 10時54分00秒,彰化縣溪州鄉田中路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年04月21日 13時45分00秒,花蓮縣光復鄉中山路一段114號前0.0公尺,死亡2;受傷0,自用-小客車;乘客-人
105年04月21日 19時10分00秒,臺南市西港區173線公路10.55公里處四岔路口,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月21日 20時53分00秒,臺中市西屯區大鵬里中平路170號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車;自用-小貨車(含客、貨兩用)
105年04月22日 07時14分00秒,臺中市太平區德隆里光德路221之1號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
105年04月22日 09時03分00秒,新竹市東區南大路545號前0.0公尺,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;普通重型-機車;普通重型-機車;自用-小客車
105年04月22日 09時10分00秒,雲林縣麥寮鄉中山路97巷口,死亡1;受傷4,自用-小客車;自用-大貨車;其他人-人;乘客-人;乘客-人;乘客-人
105年04月22日 10時30分00秒,花蓮縣玉里鎮樂合所轄區,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年04月22日 12時50分00秒,臺中市龍井區南寮里向上路六段前0.0公尺,死亡1;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
105年04月22日 17時19分00秒,新北市五股區壟鉤路前0.0公尺,死亡1;受傷0,普通重型-機車
105年04月23日 08時54分00秒,桃園市蘆竹區南青路 / 桃園市蘆竹區富華路二段,死亡1;受傷0,營業用-大貨車;普通重型-機車
105年04月23日 12時50分00秒,屏東縣萬丹鄉順利路177號旁與產業道路,死亡1;受傷0,計程車-小客車;普通重型-機車
105年04月23日 16時57分00秒,臺北市中山區長安東路2段前0.0公尺,死亡1;受傷0,民營客運-大客車;普通重型-機車;自用-小貨車(含客、貨兩用)
105年04月23日 19時40分00秒,臺南市下營區九分街61號前路口,死亡1;受傷0,自用-小客車;行人-人
105年04月23日 23時22分00秒,雲林縣斗南鎮大東40之3號旁(新崙所轄),死亡1;受傷0,普通重型-機車
105年04月24日 06時57分00秒,高雄市前鎮區保泰路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
105年04月24日 23時35分00秒,苗栗縣後龍鎮台72線東西向快速道路2K-C 008號燈桿前,死亡1;受傷0,自用-小客車
105年04月25日 09時30分00秒,高雄市大寮區鳳林二路910號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車;營業用-曳引車
105年04月25日 13時22分00秒,苗栗縣頭屋鄉國道1號 129公里600.0公尺處北向內側,死亡1;受傷7,遊覽車-大客車;營業用-半聯結車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
105年04月25日 13時59分00秒,桃園市平鎮區台66線路前0.0公尺,死亡1;受傷0,租賃車-小客車;自用-大貨車
105年04月25日 23時18分00秒,花蓮縣花蓮市中山路646號前東向西車道(自強派出所轄區),死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車
105年04月26日 03時48分00秒,臺北市中山區松江路前0.0公尺,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車
105年04月26日 06時00分00秒,彰化縣埤頭鄉溪林路前0.0公尺,死亡1;受傷0,自用大客車-大客車;普通重型-機車
105年04月26日 07時30分00秒,屏東縣萬丹鄉廣安村廣興路與廣興路86巷口,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月26日 09時17分00秒,嘉義縣六腳鄉嘉57 400.0公尺處北向外側,死亡1;受傷0,普通重型-機車
105年04月27日 05時45分00秒,宜蘭縣員山鄉金山西路247巷前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
105年04月27日 09時20分00秒,新北市板橋區中山路2段前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
105年04月27日 17時17分00秒,苗栗縣公館鄉台6 28公里西向一般,死亡1;受傷0,普通重型-機車
105年04月27日 22時16分00秒,高雄市鳳山區凱旋路前0.0公尺,死亡1;受傷0,自用-小客車;普通輕型-機車
105年04月28日 06時40分00秒,苗栗縣卓蘭鎮台3 145公里500.0公尺處北向內側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年04月28日 09時40分00秒,臺南市西港區臺19線與南45線,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;乘客-人
105年04月28日 09時45分00秒,臺南市麻豆區臺19甲 18公里100.0公尺處南向外側,死亡1;受傷0,普通重型-機車
105年04月28日 10時55分00秒,彰化縣福興鄉番花路前0.0公尺,死亡1;受傷0,自用-半聯結車;普通重型-機車
105年04月28日 14時27分00秒,南投縣竹山鎮延和里集山路三段 / 南投縣竹山鎮延和里鹿山路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車;自用-小客車
105年04月28日 16時02分00秒,桃園市桃園區北埔路 / 桃園市桃園區正康二街,死亡1;受傷0,自用-小客車;行人-人
105年04月29日 01時57分00秒,彰化縣二林鎮儒林路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
105年04月29日 16時29分00秒,桃園市龜山區中興路161號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
105年04月30日 01時18分00秒,高雄市三民區中華二路前0.0公尺,死亡1;受傷0,普通重型-機車
105年04月30日 12時00分00秒,臺中市清水區海濱里五權一街 / 臺中市清水區海濱里海濱路,死亡1;受傷0,普通重型-機車;自用-小客車
105年04月30日 20時43分00秒,臺北市北投區承德路6段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年04月30日 22時54分00秒,臺中市西屯區協和里工業區十六路5號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車
105年05月01日 01時00分00秒,嘉義縣番路鄉日安社區假日市集,死亡1;受傷0,普通重型-機車
105年05月01日 05時14分00秒,花蓮縣花蓮市中央路四段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年05月01日 07時27分00秒,彰化縣芳苑鄉,死亡1;受傷0,營業用-半聯結車
105年05月01日 11時07分00秒,屏東縣車城鄉尖山路前0.0公尺,死亡1;受傷1,大型重型1(550C.C.以上)-機車;乘客-人
105年05月02日 13時15分00秒,雲林縣西螺鎮145縣道近新社114電桿前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年05月02日 23時09分00秒,臺中市潭子區栗林里中山路三段153號前0.0公尺,死亡1;受傷0,營業用-曳引車;自用-小客車
105年05月03日 03時56分00秒,嘉義市東區保義路前0.0公尺,死亡1;受傷0,普通重型-機車
105年05月03日 05時24分00秒,桃園市新屋區台66線與台31線路口,死亡1;受傷0,營業用-大貨車;營業用-大貨車
105年05月03日 05時47分00秒,高雄市三民區十全三路前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車
105年05月03日 08時20分00秒,彰化縣花壇鄉中山路2段 / 彰化縣花壇鄉學前路,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
105年05月03日 10時20分00秒,桃園市龜山區壽山路前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車
105年05月03日 12時50分00秒,花蓮縣新城鄉大漢村大德街 / 花蓮縣新城鄉大漢村民有街,死亡1;受傷0,普通重型-機車;自用-小客車
105年05月03日 17時41分00秒,雲林縣虎尾鎮145線(盈元18a)電桿旁,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車
105年05月03日 17時47分00秒,彰化縣福興鄉臨海路1段前0.0公尺,死亡2;受傷0,自用-小客車;乘客-人
